feature,shap_value,abs_shap_value,customer_id,churn_probability
cat__city_Greenwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Greenville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Greenview,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Greenfield,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Greenbrae,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Green Valley Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Graton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Grass Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Granite Bay,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Grand Terrace,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Granada Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Goodyears Bar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Gonzales,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Goleta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Gold Run,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Happy Camp,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hanford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hamilton City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Half Moon Bay,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hacienda Heights,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Gustine,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Guinda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Guerneville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Guatay,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Gualala,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Guadalupe,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Grover Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Groveland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Grizzly Flats,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Grimes,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Gridley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hermosa Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Herlong,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hercules,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Herald,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hemet,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Helm,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Helendale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Heber,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Healdsburg,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hayward,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hayfork,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hawthorne,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hawaiian Gardens,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hathaway Pines,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hat Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Harbor City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hughson,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hornitos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hornbrook,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hopland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hoopa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Honeydew,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Homewood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Homeland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Holtville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hollister,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hinkley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hilmar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Highland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hickman,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hesperia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ione,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Inyokern,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Inverness,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Indio,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Indian Wells,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Independence,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Imperial Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Imperial,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Igo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Idyllwild,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hydesville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hyampom,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Huron,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Huntington Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Huntington Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Hume,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Keeler,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_June Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Junction City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Julian,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Joshua Tree,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jolon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Johannesburg,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jenner,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Janesville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jamul,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jamestown,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jacumba,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Jackson,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ivanhoe,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Isleton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Irvine,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Korbel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Knights Landing,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kneeland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Klamath River,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Klamath,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kirkwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kingsburg,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kings Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_King City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Keyes,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kettleman City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kernville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kerman,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kenwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kelseyville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Keene,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Laguna Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lafayette,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ladera Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Verne,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Quinta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Puente,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Palma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Mirada,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Mesa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Jolla,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Honda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Habra,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Grange,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Crescenta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_La Canada Flintridge,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Kyburz,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lancaster,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lamont,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lakewood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lakeside,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lakeshore,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lakeport,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lakehead,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake Isabella,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake Hughes,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake Forest,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake Elsinore,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lake Arrowhead,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lagunitas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Laguna Niguel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Laguna Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lincoln,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Likely,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lewiston,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lemoore,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lemon Grove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lemon Cove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Leggett,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lee Vining,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lebec,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Le Grand,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Laytonville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lawndale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Laton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lathrop,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Larkspur,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Landers,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lomita,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Loma Mar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Loma Linda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Loleta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lodi,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lockwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lockeford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Llano,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Livingston,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Livermore,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Live Oak,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Littlerock,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Little River,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Litchfield,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lindsay,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Linden,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lotus,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lost Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Osos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Olivos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Molinos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Gatos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Banos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Altos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Alamos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Los Alamitos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Loomis,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lookout,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Long Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Long Barn,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lone Pine,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lompoc,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Manchester,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mammoth Lakes,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Malibu,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Magalia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Madison,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Madera,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Madeline,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mad River,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Macdoel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lytle Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lynwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ludlow,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lucerne Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lucerne,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Loyalton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Lower Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mc Farland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Maywood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Maxwell,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mather,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Marysville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Martinez,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Marshall,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Markleeville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mariposa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Marina Del Rey,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Marina,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Maricopa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_March Air Reserve Base,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Manton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Manteca,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Manhattan Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Middletown,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mi Wuk Village,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Meridian,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Merced,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mentone,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Menlo Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Menifee,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mendota,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mendocino,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mecca,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Meadow Vista,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Meadow Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mckinleyville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mccloud,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mcarthur,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mc Kittrick,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mokelumne Hill,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mojave,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mission Viejo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mission Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Miranda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Miramonte,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mira Loma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mineral,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Milpitas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Millville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Millbrae,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mill Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mill Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Milford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Midway City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Midpines,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Morro Bay,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Morongo Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Morgan Hill,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Moreno Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Moraga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Moorpark,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montrose,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montgomery Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Monterey Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Monterey,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montebello,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Monte Rio,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montclair,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montara,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Montague,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Monrovia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Navarro,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_National City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Napa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Myers Flat,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Murrieta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Murphys,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mt Baldy,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mountain View,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mountain Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mountain Center,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mount Shasta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mount Laguna,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mount Hermon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Mount Hamilton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Moss Landing,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Moss Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nipomo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Niland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nicolaus,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nice,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nicasio,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newport Coast,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newport Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newman,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newhall,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newcastle,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newbury Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newberry Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Newark,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_New Cuyama,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nevada City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Needles,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oak Run,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oak Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_O Neals,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nuevo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nubieber,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Novato,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Norwalk,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Northridge,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North San Juan,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North Palm Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North Hollywood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North Highlands,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_North Fork,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Norco,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Nipton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ontario,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Olympic Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Olivehurst,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Olema,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Old Station,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Olancha,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ojai,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ocotillo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oceanside,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oceano,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Occidental,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oakley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Adin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oakhurst,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oakdale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oak View,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pacifica,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pacific Palisades,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pacific Grove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oxnard,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oroville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orosi,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oro Grande,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orleans,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orinda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orick,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Oregon House,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orangevale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orange Cove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Orange,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Onyx,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Parker Dam,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paramount,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paradise,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Panorama City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palos Verdes Peninsula,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palomar Mountain,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palo Verde,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palo Cedro,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palo Alto,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palmdale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palm Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palm Desert,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Palermo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pala,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paicines,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pacoima,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Phelan,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Petrolia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Petaluma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pescadero,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Perris,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Penryn,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Penngrove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Penn Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pebble Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pearblossom,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paynes Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pauma Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Patterson,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paso Robles,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Paskenta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Parlier,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pixley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pittsburg,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pismo Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Piru,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pioneertown,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pioneer,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pinon Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pinole,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pinecrest,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pine Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pine Grove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pilot Hill,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Piercy,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pico Rivera,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Philo,0.0,0.0,3551-GAEGL,0.0006535782
