customer_id,churn_label,churn_value,churn_score,cltv,churn_reason
4652-NNHNY,1,1,77,3226,Don't know
8972-HJWNV,1,1,80,5245,Competitor made better offer
8515-OCTJS,1,1,94,4931,Competitor made better offer
2860-RANUS,1,1,75,3336,Price too high
5261-QSHQM,1,1,70,4909,Product dissatisfaction
8868-WOZGU,1,1,72,2464,Service dissatisfaction
1334-FJSVR,1,1,85,2846,Lack of self-service on Website
7625-XCQRH,1,1,76,2291,Network reliability
1731-TVIUK,1,1,73,4554,Limited range of services
0406-BPDVR,1,1,68,6405,Lack of affordable download/upload speed
0618-XWMSS,1,1,98,5392,Long distance charges
5276-KQWHG,1,1,74,4596,Extra data charges
2565-JSLRY,1,1,67,3162,Price too high
6689-KXGBO,1,1,87,3420,Product dissatisfaction
6615-NGGZJ,1,1,72,5224,Service dissatisfaction
4255-DDUOU,1,1,76,2398,Lack of self-service on Website
2984-MIIZL,1,1,71,5882,Network reliability
5590-YRFJT,1,1,94,3298,Don't know
3677-TNKIO,1,1,95,3228,Don't know
9667-EQRXU,1,1,94,3016,Don't know
3329-WDIOK,1,1,83,4800,Poor expertise of online support
2873-ZLIWT,1,1,99,5764,Poor expertise of phone support
3415-TAILE,1,1,96,4265,Competitor had better devices
1915-IOFGU,1,1,90,4123,Competitor offered higher download speeds
3045-XETSH,1,1,97,3074,Competitor offered more data
7239-HZZCX,1,1,100,4851,Competitor made better offer
7683-CBDKJ,1,1,90,2881,Competitor had better devices
0946-CLJTI,1,1,91,4662,Competitor had better devices
0628-CNQRM,1,1,76,3378,Don't know
7665-TOALD,1,1,79,2412,Competitor offered higher download speeds
0112-QWPNC,1,1,73,6452,Competitor offered higher download speeds
0324-BRPCJ,1,1,70,4481,Competitor offered more data
2777-PHDEI,1,1,98,3458,Competitor offered more data
1196-AMORA,1,1,87,2679,Competitor offered more data
4282-YMKNA,1,1,82,5003,Competitor made better offer
5356-RHIPP,1,1,81,5355,Competitor made better offer
9189-JWSHV,1,1,100,4937,Price too high
0746-JTRFU,1,1,77,4810,Product dissatisfaction
0576-WNXXC,1,1,75,2999,Service dissatisfaction
4628-CTTLA,1,1,66,4917,Lack of self-service on Website
2876-VBBBL,1,1,85,2783,Network reliability
6834-NXDCA,1,1,82,2967,Limited range of services
5597-GLBUC,1,1,95,4931,Lack of affordable download/upload speed
2748-MYRVK,1,1,71,4776,Long distance charges
4822-YCXMX,1,1,70,4203,Extra data charges
9821-POOTN,1,1,94,4639,Price too high
6559-ILWKJ,1,1,95,4879,Product dissatisfaction
4229-CZMLL,1,1,87,4160,Service dissatisfaction
3663-MITLP,1,1,85,3968,Lack of self-service on Website
9025-ZRPVR,1,1,78,5403,Network reliability
3285-UCQVC,1,1,82,4429,Don't know
5482-PLVPE,1,1,72,3278,Competitor had better devices
4902-OHLSK,1,1,93,4235,Competitor offered higher download speeds
0495-ZBNGW,1,1,90,4324,Competitor offered more data
2357-COQEK,1,1,78,4136,Competitor made better offer
3737-GCSPV,1,1,92,3101,Competitor had better devices
4088-YLDSU,1,1,86,4369,Competitor had better devices
2034-CGRHZ,1,1,66,5245,Competitor offered higher download speeds
5797-APWZC,1,1,92,2540,Competitor offered higher download speeds
3683-QKIUE,1,1,88,4713,Competitor offered higher download speeds
4228-ZGYUW,1,1,98,3212,Competitor offered more data
3519-ZKXGG,1,1,79,4062,Competitor offered more data
6416-TVAIH,1,1,89,5753,Competitor offered more data
5108-ADXWO,1,1,75,4509,Competitor made better offer
3066-RRJIO,1,1,65,5341,Competitor made better offer
6715-OFDBP,1,1,84,4944,Price too high
1567-DSCIC,1,1,71,2632,Product dissatisfaction
2150-UWTFY,1,1,87,4626,Service dissatisfaction
2683-BPJSO,1,1,99,2651,Lack of self-service on Website
2157-MXBJS,1,1,89,4800,Network reliability
9360-AHGNL,1,1,69,5863,Limited range of services
1087-UDSIH,1,1,81,5000,Lack of affordable download/upload speed
5485-WUYWF,1,1,87,4522,Long distance charges
2632-UCGVD,1,1,72,4512,Extra data charges
5445-PZWGX,1,1,87,5090,Price too high
9170-CCKOU,1,1,91,2026,Product dissatisfaction
1043-YCUTE,1,1,79,6484,Service dissatisfaction
3814-MLAXC,1,1,67,2554,Lack of self-service on Website
1226-UDFZR,1,1,78,3599,Network reliability
6425-YQLLO,1,1,86,6117,Don't know
5442-UTCVD,1,1,91,2704,Attitude of service provider
7734-DBOAI,1,1,93,5434,Attitude of support person
2091-RFFBA,1,1,75,2560,Attitude of support person
2114-MGINA,1,1,81,4107,Attitude of support person
4489-SNOJF,1,1,83,5898,Don't know
6899-PPEEA,1,1,81,4448,Attitude of service provider
2187-LZGPL,1,1,68,4414,Attitude of service provider
4597-NUCQV,1,1,87,4287,Attitude of support person
9019-QVLZD,1,1,81,5082,Competitor made better offer
3707-LRWZD,1,1,68,3553,Moved
1455-ESIQH,1,1,79,2905,Moved
2979-SXESE,1,1,66,4103,Moved
4013-TLDHQ,1,1,72,3666,Competitor had better devices
3754-DXMRT,1,1,86,5655,Competitor offered higher download speeds
7130-VTEWQ,1,1,92,4174,Competitor offered more data
6121-VZNQB,1,1,84,5890,Competitor made better offer
7903-CMPEY,1,1,87,4138,Competitor had better devices
6996-KNSML,1,1,73,5919,Competitor had better devices
1704-NRWYE,1,1,71,5242,Competitor offered higher download speeds
2592-SEIFQ,1,1,69,3503,Competitor offered higher download speeds
7481-ATQQS,1,1,70,5651,Competitor offered higher download speeds
8642-GVWRF,1,1,65,3039,Competitor offered more data
3400-ESFUW,1,1,69,5463,Competitor offered more data
2057-ZBLPD,1,1,72,2036,Competitor offered more data
5502-RLUYV,1,1,86,4283,Competitor made better offer
0023-HGHWL,1,1,85,5437,Competitor made better offer
9039-RBEEE,1,1,80,3080,Price too high
8417-FMLZI,1,1,91,4242,Product dissatisfaction
1792-UXAFY,1,1,89,5082,Service dissatisfaction
0515-YPMCW,1,1,90,3525,Lack of self-service on Website
0378-XSZPU,1,1,88,4026,Network reliability
4729-XKASR,1,1,96,3001,Limited range of services
5449-FIBXJ,1,1,67,2349,Lack of affordable download/upload speed
9837-BMCLM,1,1,71,3567,Long distance charges
0137-UDEUO,1,1,95,3398,Extra data charges
6161-UUUTA,1,1,97,4367,Price too high
6543-XRMYR,1,1,69,3548,Product dissatisfaction
4925-LMHOK,1,1,97,2003,Service dissatisfaction
1455-UGQVH,1,1,91,4501,Lack of self-service on Website
8280-MQRQN,1,1,69,2806,Network reliability
2037-SGXHH,1,1,71,3498,Don't know
3178-FESZO,1,1,100,5797,Don't know
6087-MVHJH,1,1,88,5186,Don't know
4603-JANFB,1,1,97,4548,Poor expertise of online support
3018-TFTSU,1,1,76,2850,Poor expertise of phone support
4806-KEXQR,1,1,77,4669,Competitor had better devices
7083-YNSKY,1,1,86,2853,Competitor offered higher download speeds
2479-BRAMR,1,1,71,4995,Competitor offered more data
7434-SHXLS,1,1,82,5421,Competitor made better offer
7908-QCBCA,1,1,65,2404,Competitor had better devices
6711-FLDFB,1,1,68,5159,Competitor had better devices
3714-JTVOV,1,1,94,2322,Competitor offered higher download speeds
4702-IOQDC,1,1,100,2007,Competitor offered higher download speeds
6178-KFNHS,1,1,98,3545,Competitor offered higher download speeds
1264-BYWMS,1,1,82,4089,Competitor offered more data
9658-WYUFB,1,1,66,2825,Competitor offered more data
2013-SGDXK,1,1,78,2172,Competitor offered more data
8580-QVLOC,1,1,78,5697,Competitor made better offer
2012-NWRPA,1,1,71,3172,Competitor made better offer
8808-ELEHO,1,1,72,3812,Price too high
3506-LCJDC,1,1,76,4860,Product dissatisfaction
3934-HXCFZ,1,1,76,5338,Service dissatisfaction
7666-WKRON,1,1,85,2224,Lack of self-service on Website
4910-AQFFX,1,1,93,4533,Network reliability
2154-KVJFF,1,1,65,2813,Limited range of services
9647-ERGBE,1,1,100,4664,Lack of affordable download/upload speed
3428-XZMAZ,1,1,91,5796,Long distance charges
0378-TOVMS,1,1,89,5641,Extra data charges
4355-HBJHH,1,1,77,6289,Price too high
9058-CBREO,1,1,95,3357,Product dissatisfaction
0318-QUUOB,1,1,91,4273,Service dissatisfaction
5520-FVEWJ,1,1,84,4154,Lack of self-service on Website
5572-ZDXHY,1,1,85,5313,Network reliability
3750-CKVKH,1,1,71,2299,Don't know
8063-GBATB,1,1,80,5172,Competitor had better devices
4547-KQRTM,1,1,76,3740,Competitor offered higher download speeds
4877-EVATK,1,1,83,3657,Competitor offered more data
7639-SUPCW,1,1,100,2270,Competitor made better offer
1069-XAIEM,1,1,96,2975,Competitor had better devices
4658-HCOHW,1,1,100,3123,Competitor had better devices
3440-JPSCL,1,1,87,3722,Competitor offered higher download speeds
2889-FPWRM,1,1,100,4432,Competitor offered higher download speeds
6987-XQSJT,1,1,78,5684,Competitor offered higher download speeds
4290-BSXUX,1,1,87,5036,Competitor offered more data
0325-XBFAC,1,1,94,5811,Competitor offered more data
2462-XIIJB,1,1,73,2810,Competitor offered more data
4760-XOHVN,1,1,84,2865,Competitor made better offer
7817-BOQPW,1,1,77,4320,Competitor made better offer
1853-UDXBW,1,1,85,2485,Price too high
5458-CQJTA,1,1,89,5207,Product dissatisfaction
5219-YIPTK,1,1,71,3185,Service dissatisfaction
3540-RZJYU,1,1,90,5829,Lack of self-service on Website
2091-MJTFX,1,1,79,4568,Network reliability
0883-EIBTI,1,1,82,2484,Limited range of services
0722-TROQR,1,1,78,2122,Lack of affordable download/upload speed
7571-YXDAD,1,1,93,2078,Long distance charges
3393-FMZPV,1,1,74,2195,Extra data charges
6402-ZFPPI,1,1,94,4969,Price too high
7486-KSRVI,1,1,93,4760,Product dissatisfaction
8443-WVPSS,1,1,69,4243,Service dissatisfaction
3006-XIMLN,1,1,79,5299,Lack of self-service on Website
9965-YOKZB,1,1,71,3723,Network reliability
0504-HHAPI,1,1,96,2420,Don't know
6305-YLBMM,1,1,100,4254,Attitude of service provider
3647-GMGDH,1,1,72,5615,Attitude of support person
3791-LGQCY,1,1,85,4803,Attitude of support person
8166-ZZTFS,1,1,94,4400,Attitude of support person
2956-GGUCQ,1,1,65,3079,Attitude of service provider
6595-COKXZ,1,1,65,4879,Attitude of service provider
0362-ZBZWJ,1,1,69,2455,Attitude of service provider
4211-MMAZN,1,1,89,2959,Attitude of support person
4274-OWWYO,1,1,66,5633,Deceased
1541-ETJZO,1,1,86,2937,Moved
4106-HADHQ,1,1,76,2704,Moved
2369-UAPKZ,1,1,76,3131,Moved
2778-OCLGR,1,1,89,4591,Competitor had better devices
0637-KVDLV,1,1,80,5944,Don't know
6633-MPWBS,1,1,73,4336,Competitor offered more data
8785-EPNCG,1,1,65,5671,Competitor made better offer
5729-KLZAR,1,1,73,2961,Competitor had better devices
1582-RAFML,1,1,88,5654,Competitor had better devices
8740-CRYFY,1,1,75,2038,Competitor offered higher download speeds
2962-XPMCQ,1,1,81,2699,Competitor offered higher download speeds
1678-FYZOW,1,1,97,2448,Competitor offered higher download speeds
8627-EHGIP,1,1,100,3051,Competitor offered more data
5480-TBGPH,1,1,69,4811,Competitor offered more data
8854-CCVSQ,1,1,95,3788,Competitor offered more data
0511-JTEOY,1,1,98,5824,Competitor made better offer
7067-KSAZT,1,1,69,5965,Competitor made better offer
6532-YLWSI,1,1,78,4166,Price too high
9300-AGZNL,1,1,67,4176,Product dissatisfaction
1112-CUNAO,1,1,99,2668,Service dissatisfaction
5175-AOBHI,1,1,97,5246,Lack of self-service on Website
5174-RNGBH,1,1,67,5515,Network reliability
7270-BDIOA,1,1,95,4739,Limited range of services
9565-JSNFM,1,1,82,5437,Lack of affordable download/upload speed
0607-DAAHE,1,1,66,6265,Long distance charges
9732-KPKBW,1,1,90,2771,Extra data charges
3389-YGYAI,1,1,72,5546,Price too high
9560-ARGQJ,1,1,83,2335,Product dissatisfaction
5134-IKDAY,1,1,96,2123,Service dissatisfaction
3070-DVEYC,1,1,84,5638,Lack of self-service on Website
5707-ORNDZ,1,1,79,4656,Network reliability
8696-JKZNU,1,1,100,5859,Don't know
5380-AFSSK,1,1,92,5435,Don't know
2055-PDADH,1,1,67,2491,Don't know
8714-EUHJO,1,1,83,5219,Poor expertise of online support
3721-CNEYS,1,1,94,5390,Poor expertise of phone support
2568-OIADY,1,1,92,4233,Competitor had better devices
1193-RTSLK,1,1,82,2157,Competitor offered higher download speeds
2302-ANTDP,1,1,67,5915,Competitor offered more data
5923-GXUOC,1,1,84,5035,Competitor made better offer
5233-GEEAX,1,1,85,5971,Competitor had better devices
4432-ADRLB,1,1,99,4655,Competitor had better devices
8993-PHFWD,1,1,76,2088,Competitor offered higher download speeds
1565-RHDJD,1,1,95,5552,Competitor offered higher download speeds
7137-RYLPP,1,1,86,4712,Competitor offered higher download speeds
3765-JXVKY,1,1,75,4692,Competitor offered more data
7330-WZLNC,1,1,73,5090,Competitor offered more data
3957-LXOLK,1,1,83,5030,Competitor offered more data
6635-MYYYZ,1,1,73,2313,Competitor made better offer
5281-BUZGT,1,1,92,5692,Competitor made better offer
5378-IKEEG,1,1,70,3351,Price too high
2718-GAXQD,1,1,92,4797,Product dissatisfaction
6413-XKKPU,1,1,96,2544,Service dissatisfaction
1449-XQEMT,1,1,79,4323,Lack of self-service on Website
2626-URJFX,1,1,69,5691,Network reliability
2612-RRIDN,1,1,88,3591,Limited range of services
4735-ASGMA,1,1,99,4997,Lack of affordable download/upload speed
3669-LVWZB,1,1,86,4630,Long distance charges
6892-EZDTG,1,1,90,2140,Extra data charges
9725-SCPZG,1,1,80,5086,Price too high
5884-GCYMI,1,1,84,2847,Product dissatisfaction
3217-FZDMN,1,1,83,3676,Service dissatisfaction
7853-GVUDZ,1,1,70,4277,Lack of self-service on Website
7480-QNVZJ,1,1,73,4287,Network reliability
3943-KDREE,1,1,76,2934,Don't know
9239-ZBZZV,1,1,80,2240,Competitor had better devices
4398-HSCJH,1,1,70,3155,Competitor offered higher download speeds
4430-UZIPO,1,1,91,5825,Competitor offered more data
4855-SNKMY,1,1,70,5955,Competitor made better offer
8008-HAWED,1,1,82,4883,Competitor had better devices
7124-UGSUR,1,1,84,4412,Competitor had better devices
1862-SKORY,1,1,99,2296,Competitor offered higher download speeds
1502-XFCVR,1,1,82,5902,Competitor offered higher download speeds
9692-TUSXH,1,1,97,5581,Competitor offered higher download speeds
7912-SYRQT,1,1,96,5514,Competitor offered more data
4816-JBHOV,1,1,98,4618,Competitor offered more data
8292-TYSPY,1,1,73,4539,Competitor offered more data
1867-BDVFH,1,1,80,5075,Competitor made better offer
2359-QWQUL,1,1,68,2371,Competitor made better offer
9103-TCIHJ,1,1,73,4519,Price too high
4140-WJAWW,1,1,99,3799,Product dissatisfaction
6653-CBBOM,1,1,88,5963,Service dissatisfaction
3247-ZVOUO,1,1,81,3336,Lack of self-service on Website
6101-IMRMM,1,1,100,3469,Network reliability
1268-ASBGA,1,1,66,5769,Limited range of services
8943-URTMR,1,1,100,5082,Lack of affordable download/upload speed
4713-LZDRV,1,1,94,4322,Long distance charges
4325-NFSKC,1,1,87,2373,Extra data charges
2955-PSXOE,1,1,98,3061,Price too high
7762-URZQH,1,1,83,5602,Product dissatisfaction
6907-NZZIJ,1,1,75,4188,Service dissatisfaction
2911-UREFD,1,1,67,5632,Lack of self-service on Website
3744-ZRRDZ,1,1,90,2902,Network reliability
5673-TIYIB,1,1,86,3620,Don't know
1602-IJQQE,1,1,92,2220,Attitude of service provider
4628-WQCQQ,1,1,81,5928,Attitude of support person
1644-IRKSF,1,1,76,5080,Attitude of support person
3705-PSNGL,1,1,87,5398,Attitude of support person
6502-HCJTI,1,1,75,3591,Attitude of service provider
2606-RMDHZ,1,1,93,4667,Attitude of service provider
8258-GSTJK,1,1,96,3128,Attitude of service provider
6861-OKBCE,1,1,95,4500,Attitude of support person
9940-RHLFB,1,1,66,2176,Competitor made better offer
2995-UPRYS,1,1,69,5098,Moved
6686-YPGHK,1,1,68,3645,Moved
1383-EZRWL,1,1,89,5595,Moved
4759-TRPLW,1,1,70,4238,Competitor had better devices
8563-IIOXK,1,1,75,5651,Competitor offered higher download speeds
8020-BWHYL,1,1,99,4526,Competitor offered more data
2982-VPSGI,1,1,67,2120,Competitor made better offer
8199-ZLLSA,1,1,91,6255,Competitor had better devices
4625-EWPTF,1,1,94,4549,Competitor had better devices
5980-NOPLP,1,1,87,5606,Competitor offered higher download speeds
6892-XPFPU,1,1,80,2104,Competitor offered higher download speeds
8010-EZLOU,1,1,76,4958,Competitor offered higher download speeds
9874-QLCLH,1,1,79,2365,Competitor offered more data
8062-YBDOE,1,1,78,5844,Don't know
6000-APYLU,1,1,90,3890,Competitor offered more data
0947-IDHRQ,1,1,75,3949,Competitor made better offer
3672-YITQD,1,1,79,2987,Competitor made better offer
9048-JVYVF,1,1,98,3520,Price too high
8988-ECPJR,1,1,66,3980,Product dissatisfaction
3776-EKTKM,1,1,96,5303,Service dissatisfaction
1902-XBTFB,1,1,99,5438,Lack of self-service on Website
0643-OKLRP,1,1,95,5915,Network reliability
9381-NDKME,1,1,85,3843,Limited range of services
2794-XIMMO,1,1,98,5650,Lack of affordable download/upload speed
8382-SHQEH,1,1,85,2656,Long distance charges
2983-ZANRP,1,1,97,5799,Extra data charges
7845-URHJN,1,1,98,4785,Price too high
3034-ZBEQN,1,1,90,5995,Product dissatisfaction
8327-LZKAS,1,1,93,4423,Service dissatisfaction
1075-BGWOH,1,1,87,3392,Lack of self-service on Website
0302-JOIVN,1,1,76,2750,Network reliability
5366-IJEQJ,1,1,86,4115,Don't know
1981-INRFU,1,1,98,5172,Don't know
4971-PUYQO,1,1,89,4464,Don't know
8485-GJCDN,1,1,74,3368,Poor expertise of online support
1527-SXDPN,1,1,97,4751,Poor expertise of phone support
6029-WTIPC,1,1,87,4424,Competitor had better devices
8634-CILSZ,1,1,71,6350,Competitor offered higher download speeds
6682-QJDGB,1,1,65,2810,Competitor offered more data
8780-IXSTS,1,1,71,5656,Competitor made better offer
9530-EHPOH,1,1,99,3407,Competitor had better devices
0345-HKJVM,1,1,100,5800,Don't know
3049-SOLAY,1,1,86,4176,Competitor offered higher download speeds
3317-HRTNN,1,1,73,3561,Competitor offered higher download speeds
3235-ETOOB,1,1,88,3683,Competitor offered higher download speeds
8058-INTPH,1,1,71,2119,Competitor offered more data
5569-OUICF,1,1,68,4994,Competitor offered more data
8821-XNHVZ,1,1,82,2943,Competitor offered more data
2082-OJVTK,1,1,91,5292,Competitor made better offer
5940-NFXKV,1,1,88,3427,Competitor made better offer
8053-WWDRO,1,1,67,5579,Price too high
9564-KCLHR,1,1,94,2180,Product dissatisfaction
2082-CEFLT,1,1,88,3037,Service dissatisfaction
1213-NGCUN,1,1,88,4248,Lack of self-service on Website
5688-KZTSN,1,1,73,4672,Network reliability
2894-QOJRX,1,1,93,5024,Limited range of services
5747-PMBSQ,1,1,77,2415,Lack of affordable download/upload speed
3143-JQEGI,1,1,81,3740,Long distance charges
6386-SZZKH,1,1,92,5785,Extra data charges
2982-IHMFT,1,1,67,4291,Price too high
3521-SYVOR,1,1,80,5554,Product dissatisfaction
9526-JAWYF,1,1,71,3452,Service dissatisfaction
5649-VUKMC,1,1,88,3538,Lack of self-service on Website
5143-EGQFK,1,1,89,5702,Network reliability
4919-IKATY,1,1,98,5141,Don't know
9050-QLROH,1,1,89,2931,Competitor had better devices
6168-WFVVF,1,1,98,5165,Competitor offered higher download speeds
0877-SDMBN,1,1,99,6117,Competitor offered more data
8065-YKXKD,1,1,69,5578,Competitor made better offer
9637-EIHEQ,1,1,68,4535,Don't know
9689-PTNPG,1,1,80,5055,Competitor had better devices
9465-RWMXL,1,1,90,5949,Competitor offered higher download speeds
2362-IBOOY,1,1,76,5272,Competitor offered higher download speeds
0843-WTBXE,1,1,90,4753,Competitor offered higher download speeds
5515-IDEJJ,1,1,67,5441,Competitor offered more data
7450-NWRTR,1,1,98,2819,Competitor offered more data
5376-DEQCP,1,1,85,4063,Competitor offered more data
9095-HFAFX,1,1,96,3718,Competitor made better offer
2379-ENZGV,1,1,72,3420,Competitor made better offer
6005-OBZPH,1,1,89,4074,Price too high
7932-WPTDS,1,1,73,5377,Product dissatisfaction
2722-VOJQL,1,1,98,4870,Service dissatisfaction
5228-EXCET,1,1,85,5964,Lack of self-service on Website
7394-FKDNK,1,1,91,4971,Network reliability
6331-LWDTQ,1,1,98,2457,Limited range of services
1597-FZREH,1,1,100,3005,Lack of affordable download/upload speed
7000-WCEVQ,1,1,85,3866,Long distance charges
0727-IWKVK,1,1,100,4748,Extra data charges
5959-BELXA,1,1,79,2246,Price too high
3512-IZIKN,1,1,85,5591,Product dissatisfaction
6141-OOXUQ,1,1,69,5717,Service dissatisfaction
7503-ZGUZJ,1,1,79,4261,Lack of self-service on Website
2506-TNFCO,1,1,67,5948,Network reliability
8718-PTMEZ,1,1,97,5131,Don't know
2207-OBZNX,1,1,90,3736,Attitude of service provider
6142-VSJQO,1,1,90,4599,Attitude of support person
6437-UKHMV,1,1,98,3109,Attitude of support person
1114-CENIM,1,1,84,5282,Don't know
6060-DRTNL,1,1,74,3305,Attitude of service provider
8473-VUVJN,1,1,86,5443,Attitude of service provider
6289-CPNLD,1,1,73,5374,Attitude of service provider
5536-SLHPM,1,1,79,4398,Attitude of support person
0196-VULGZ,1,1,77,5721,Deceased
8837-VVWLQ,1,1,81,4437,Moved
2696-NARTR,1,1,66,3634,Moved
7614-QVWQL,1,1,67,5375,Moved
1976-CFOCS,1,1,67,4531,Competitor had better devices
4631-OACRM,1,1,74,3621,Competitor offered higher download speeds
3755-JBMNH,1,1,86,3327,Competitor offered more data
6345-ULYRW,1,1,99,2674,Competitor made better offer
1809-DMJHQ,1,1,85,4846,Competitor had better devices
6923-EFPNL,1,1,83,3865,Competitor had better devices
9574-RKJIF,1,1,71,2792,Competitor offered higher download speeds
2619-WFQWU,1,1,96,3208,Competitor offered higher download speeds
0778-NELLA,1,1,95,5352,Competitor offered higher download speeds
4614-NUVZD,1,1,85,2075,Competitor offered more data
3803-KMQFW,1,1,78,3797,Competitor offered more data
6804-GDMOI,1,1,68,4183,Competitor offered more data
9572-MTILT,1,1,81,4508,Competitor made better offer
9611-CTWIH,1,1,84,3591,Competitor made better offer
0329-GTIAJ,1,1,86,4330,Price too high
6629-CZTTH,1,1,79,4629,Product dissatisfaction
5364-EVNIB,1,1,75,5067,Service dissatisfaction
5087-SUURX,1,1,66,2601,Lack of self-service on Website
0013-EXCHZ,1,1,68,3464,Network reliability
5550-VFRLC,1,1,68,5056,Limited range of services
4929-BSTRX,1,1,79,2326,Lack of affordable download/upload speed
2225-ZRGSG,1,1,95,6173,Long distance charges
5271-YNWVR,1,1,90,4610,Extra data charges
2657-ALMWY,1,1,75,4316,Price too high
6330-JKLPC,1,1,75,5119,Product dissatisfaction
4667-OHGKG,1,1,99,4266,Service dissatisfaction
1660-HSOOQ,1,1,97,5338,Lack of self-service on Website
7253-UVNDW,1,1,83,2793,Network reliability
7228-OMTPN,1,1,98,2456,Don't know
6284-AHOOQ,1,1,71,5014,Don't know
2344-JMOGN,1,1,72,3016,Don't know
3799-ISUZQ,1,1,90,3296,Poor expertise of online support
1794-HBQTJ,1,1,83,4207,Poor expertise of phone support
2460-FPSYH,1,1,90,4272,Attitude of support person
4818-DRBQT,1,1,83,5189,Attitude of support person
1320-HTRDR,1,1,79,5948,Attitude of service provider
1493-AMTIE,1,1,87,5394,Attitude of service provider
6424-ELEYH,1,1,65,3972,Attitude of service provider
4391-RESHN,1,1,93,5963,Attitude of support person
6821-BUXUX,1,1,65,2110,Attitude of support person
5028-HTLJB,1,1,91,3491,Attitude of support person
9801-GDWGV,1,1,83,4811,Attitude of service provider
2320-JRSDE,1,1,73,4633,Attitude of service provider
0601-WZHJF,1,1,76,5360,Attitude of service provider
5143-WMWOG,1,1,83,2051,Attitude of support person
5393-RXQSZ,1,1,98,2199,Attitude of support person
0231-LXVAP,1,1,66,3389,Attitude of support person
9444-JTXHZ,1,1,83,5973,Don't know
5510-BOIUJ,1,1,80,5437,Attitude of service provider
4471-KXAUH,1,1,100,2514,Attitude of service provider
7638-QVMVY,1,1,92,3735,Attitude of support person
3244-DCJWY,1,1,89,4133,Attitude of support person
0875-CABNR,1,1,94,3320,Attitude of support person
7812-FZHPE,1,1,86,4648,Attitude of service provider
4797-AXPXK,1,1,93,4531,Attitude of service provider
5229-PRWKT,1,1,80,4193,Attitude of service provider
6982-UQZLY,1,1,97,3817,Attitude of support person
5057-LCOUI,1,1,94,4119,Attitude of support person
0193-ESZXP,1,1,100,5067,Attitude of support person
4369-HTUIF,1,1,90,5831,Attitude of service provider
0156-FVPTA,1,1,87,5102,Attitude of service provider
1984-FCOWB,1,1,100,4191,Attitude of service provider
0654-HMSHN,1,1,77,3796,Attitude of support person
5287-QWLKY,1,1,66,5725,Attitude of support person
5196-SGOAK,1,1,93,4884,Attitude of support person
1891-UAWWU,1,1,87,2312,Attitude of service provider
6108-OQZDQ,1,1,72,2570,Attitude of service provider
0363-QJVFX,1,1,69,2541,Attitude of service provider
9840-DVNDC,1,1,96,2181,Attitude of support person
3096-JRDSO,1,1,75,3444,Attitude of support person
8042-JVNFH,1,1,92,5730,Attitude of support person
3374-LXDEV,1,1,75,2226,Attitude of service provider
5049-GLYVG,1,1,90,3618,Attitude of service provider
5883-GTGVD,1,1,76,3670,Attitude of service provider
4817-QRJSX,1,1,95,2946,Attitude of support person
2398-YPMUR,1,1,85,5101,Don't know
9985-MWVIX,1,1,97,5773,Attitude of support person
1265-XTECC,1,1,86,5957,Attitude of service provider
2237-ZFSMY,1,1,73,2767,Attitude of service provider
4871-JTKJF,1,1,82,4741,Attitude of service provider
1415-YFWLT,1,1,85,3067,Attitude of support person
6711-VTNRE,1,1,92,2558,Attitude of support person
3500-RMZLT,1,1,72,2933,Attitude of support person
4548-SDBKE,1,1,87,4109,Attitude of service provider
8066-POXGX,1,1,79,3104,Attitude of service provider
4143-OOBWZ,1,1,100,3819,Attitude of service provider
7854-EKTJL,1,1,66,2843,Attitude of support person
9102-IAYHT,1,1,94,3670,Attitude of support person
3422-LYEPQ,1,1,89,4207,Attitude of support person
2642-DTVCO,1,1,74,5095,Attitude of service provider
4361-JEIVL,1,1,82,4067,Attitude of service provider
1363-TXLSL,1,1,100,4962,Attitude of service provider
9507-EXLTT,1,1,77,3492,Attitude of support person
9846-GKXAS,1,1,70,2578,Attitude of support person
6017-PPLPX,1,1,87,4773,Attitude of support person
7136-RVDTZ,1,1,97,5824,Attitude of service provider
4581-SSPWD,1,1,93,5475,Attitude of service provider
6927-WTFIV,1,1,98,3684,Attitude of service provider
3398-ZOUAA,1,1,67,3853,Attitude of support person
0378-NHQXU,1,1,68,4041,Deceased
4512-ZUIYL,1,1,81,2928,Moved
7969-AULMZ,1,1,89,4321,Moved
0568-ONFPC,1,1,83,2102,Moved
0733-VUNUW,1,1,97,4126,Competitor had better devices
4550-EVXNY,1,1,77,2418,Competitor offered higher download speeds
2968-SSGAA,1,1,77,4001,Competitor offered more data
4844-JJWUY,1,1,82,5359,Competitor made better offer
6777-TGHTM,1,1,90,5550,Competitor had better devices
3538-WZPHD,1,1,76,2734,Competitor had better devices
4785-QRJHC,1,1,80,4011,Competitor offered higher download speeds
8610-WFCJF,1,1,69,5732,Competitor offered higher download speeds
4905-JEFDW,1,1,81,3119,Competitor offered higher download speeds
7881-INRLC,1,1,70,4898,Competitor offered more data
0117-LFRMW,1,1,80,3627,Competitor offered more data
6172-FECYY,1,1,85,4639,Competitor offered more data
1965-AKTSX,1,1,88,5203,Competitor made better offer
4786-UKSNZ,1,1,99,5418,Competitor made better offer
7248-VZQLC,1,1,72,4661,Price too high
0011-IGKFF,1,1,99,3714,Product dissatisfaction
4192-GORJT,1,1,77,4580,Service dissatisfaction
