customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges
8166-ZZTFS,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,5265.1
2956-GGUCQ,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.85,1772.25
6595-COKXZ,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.45,44.45
0362-ZBZWJ,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2
4211-MMAZN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,20.25
4274-OWWYO,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.35,74.35
1541-ETJZO,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,62.05,62.05
4106-HADHQ,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,3182.95
2369-UAPKZ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,104.1,541.9
2778-OCLGR,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,971.3
0637-KVDLV,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,162.45
6633-MPWBS,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.2,216.9
8785-EPNCG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),23.15,245.2
5729-KLZAR,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.85,302.75
1582-RAFML,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,60.1,60.1
8740-CRYFY,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.95,78.95
2962-XPMCQ,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.15,98.5
1678-FYZOW,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.4,244.65
8627-EHGIP,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,53.95,2375.4
5480-TBGPH,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,2431.35
8854-CCVSQ,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.65,1451.9
0511-JTEOY,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,71.1,71.1
7067-KSAZT,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.25,6979.8
6532-YLWSI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.8,1021.8
9300-AGZNL,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,94.0
1112-CUNAO,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.85,1424.95
5175-AOBHI,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,193.6
5174-RNGBH,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,66.25,620.55
7270-BDIOA,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.0,1993.8
9565-JSNFM,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.45,2597.6
0607-DAAHE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1052.35
9732-KPKBW,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,53.95,53.95
3389-YGYAI,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,829.55
9560-ARGQJ,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,1312.15
5134-IKDAY,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,69.8
3070-DVEYC,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,73.75,545.15
5707-ORNDZ,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.55,494.05
8696-JKZNU,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,2841.55
5380-AFSSK,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.9,486.85
2055-PDADH,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.4,204.7
8714-EUHJO,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,91.15,2995.45
3721-CNEYS,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.95,137.95
2568-OIADY,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,3762.0
1193-RTSLK,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.9,3233.6
2302-ANTDP,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.45,5438.9
5923-GXUOC,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,1081.45
5233-GEEAX,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.4,221.9
4432-ADRLB,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.65,74.9
8993-PHFWD,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,58.9
1565-RHDJD,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),84.05,333.55
7137-RYLPP,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,3171.15
3765-JXVKY,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7
7330-WZLNC,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.8,455.5
3957-LXOLK,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,3152.5
6635-MYYYZ,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),85.35,2530.4
5281-BUZGT,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.85,3186.7
5378-IKEEG,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.75,35.75
2718-GAXQD,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,181.6
6413-XKKPU,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,1539.45
1449-XQEMT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,58.15
2626-URJFX,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.9,225.6
2612-RRIDN,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,340.85
4735-ASGMA,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.35,2515.3
3669-LVWZB,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,51.0,305.95
6892-EZDTG,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.65,365.4
9725-SCPZG,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.85,90.85
5884-GCYMI,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.4,69.4
3217-FZDMN,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.45,742.95
7853-GVUDZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,20.15
7480-QNVZJ,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.7,4816.7
3943-KDREE,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,1834.95
9239-ZBZZV,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,47.95,305.1
4398-HSCJH,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,63.6,155.65
4430-UZIPO,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.85,108.7
4855-SNKMY,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.1,44.1
8008-HAWED,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.75,712.75
7124-UGSUR,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.4,6405.0
1862-SKORY,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,1637.4
1502-XFCVR,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.45,6145.85
9692-TUSXH,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1740.7
7912-SYRQT,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.1,552.95
4816-JBHOV,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.7,93.7
8292-TYSPY,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),55.0,1046.5
1867-BDVFH,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,834.2
2359-QWQUL,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.7,4134.85
9103-TCIHJ,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,55.7,899.8
4140-WJAWW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,108.05
6653-CBBOM,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,70.3
3247-ZVOUO,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.55,851.75
6101-IMRMM,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,94.5,575.45
1268-ASBGA,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.35,1375.15
8943-URTMR,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,79.65,152.7
4713-LZDRV,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.6,195.05
4325-NFSKC,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.6,1660.0
2955-PSXOE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.2,20.2
7762-URZQH,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),106.05,6981.35
6907-NZZIJ,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,3615.6
2911-UREFD,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,55.9,2184.35
3744-ZRRDZ,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.35,1852.85
5673-TIYIB,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15
1602-IJQQE,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.35,338.1
4628-WQCQQ,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,85.15,3030.6
1644-IRKSF,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,93.8,3124.5
3705-PSNGL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.4,930.45
6502-HCJTI,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.7,673.1
2606-RMDHZ,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),30.5,208.7
8258-GSTJK,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.0,237.75
6861-OKBCE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.1,221.35
9940-RHLFB,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.3,75.3
2995-UPRYS,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),99.2,4062.2
6686-YPGHK,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,85.5,4042.3
1383-EZRWL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,164.85
4759-TRPLW,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,70.4
8563-IIOXK,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,49.75,331.3
8020-BWHYL,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),75.3,1147.45
2982-VPSGI,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,1078.9
8199-ZLLSA,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),118.35,7804.15
4625-EWPTF,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,30.45,226.45
5980-NOPLP,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.1,4364.1
6892-XPFPU,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.25,2433.9
8010-EZLOU,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.2,1217.25
9874-QLCLH,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,1743.5
8062-YBDOE,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65
6000-APYLU,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,713.1
0947-IDHRQ,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.3,526.7
3672-YITQD,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,3021.6
9048-JVYVF,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,69.35,191.35
8988-ECPJR,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,79.6,2718.3
3776-EKTKM,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,36.45,36.45
1902-XBTFB,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,2001.5
0643-OKLRP,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,80.35,3825.85
9381-NDKME,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.65,933.3
2794-XIMMO,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,60.45,3184.25
8382-SHQEH,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,764.95
2983-ZANRP,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.55,145.4
7845-URHJN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.15,156.25
3034-ZBEQN,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,0,Mailed check,34.7,1604.5
8327-LZKAS,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.55,4533.9
1075-BGWOH,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.75,1587.55
0302-JOIVN,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9
5366-IJEQJ,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.7,1761.45
1981-INRFU,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.75,164.5
4971-PUYQO,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,94.55,2724.6
8485-GJCDN,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.05,318.5
1527-SXDPN,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),96.25,4990.25
6029-WTIPC,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.1,3744.05
8634-CILSZ,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.7,7220.35
6682-QJDGB,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,55.25,2139.2
8780-IXSTS,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.1,521.3
9530-EHPOH,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,53.75,608.0
0345-HKJVM,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,577.6
3049-SOLAY,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.2,292.85
3317-HRTNN,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,45.7,198.0
3235-ETOOB,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,609.9
8058-INTPH,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.65,79.65
5569-OUICF,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,2812.2
8821-XNHVZ,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.05,80.05
2082-OJVTK,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.2,2698.35
5940-NFXKV,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.65,1465.75
8053-WWDRO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,146.3
9564-KCLHR,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,51.25,51.25
2082-CEFLT,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.6,45.6
1213-NGCUN,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),49.65,267.35
5688-KZTSN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05
2894-QOJRX,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),34.0,853.0
5747-PMBSQ,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,92.5,934.1
3143-JQEGI,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.35,1222.8
6386-SZZKH,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.95,5293.2
2982-IHMFT,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,74.45
3521-SYVOR,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.75,2345.2
9526-JAWYF,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,89.8,2335.3
5649-VUKMC,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,95.5,1115.15
5143-EGQFK,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.65,291.4
4919-IKATY,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.5,453.75
9050-QLROH,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.7,1597.25
6168-WFVVF,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,235.5
0877-SDMBN,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.95,5639.05
8065-YKXKD,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,799.65
9637-EIHEQ,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,50.8,50.8
9689-PTNPG,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,144.55
9465-RWMXL,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.9,2447.95
2362-IBOOY,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.75,3050.15
0843-WTBXE,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),85.45,4517.25
5515-IDEJJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9
7450-NWRTR,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.45,1200.15
5376-DEQCP,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.6,70.6
9095-HFAFX,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),81.0,389.6
2379-ENZGV,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.85,523.5
6005-OBZPH,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.15,2277.65
7932-WPTDS,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.8,24.8
2722-VOJQL,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.65,6903.1
5228-EXCET,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.85,1008.7
7394-FKDNK,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.45,853.1
6331-LWDTQ,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),72.15,794.25
1597-FZREH,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,76.4,160.8
7000-WCEVQ,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,61.6,1174.35
0727-IWKVK,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,79.9,741.7
5959-BELXA,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),96.15,3019.25
3512-IZIKN,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),65.3,4759.75
6141-OOXUQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65
7503-ZGUZJ,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.65,84.65
2506-TNFCO,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,69.55
8718-PTMEZ,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,31.05,347.25
2207-OBZNX,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,51.0,354.05
6142-VSJQO,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.35,44.35
6437-UKHMV,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.7,586.05
1114-CENIM,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.0,3092.65
6060-DRTNL,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,84.85,415.55
8473-VUVJN,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.65,73.65
6289-CPNLD,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,73.9,2405.05
5536-SLHPM,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,77.75,4458.15
0196-VULGZ,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.35,474.9
8837-VVWLQ,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.95,668.4
2696-NARTR,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,73.85,926.25
7614-QVWQL,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),51.8,2541.25
1976-CFOCS,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,46.0
4631-OACRM,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.4,1156.1
3755-JBMNH,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),71.8,1167.8
6345-ULYRW,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,0,Mailed check,88.4,3912.9
1809-DMJHQ,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,221.7
6923-EFPNL,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.75,201.1
9574-RKJIF,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.4,2838.7
2619-WFQWU,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15
0778-NELLA,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),34.7,296.1
4614-NUVZD,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.1,81.1
3803-KMQFW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.55,20.55
6804-GDMOI,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,106.6,6428.4
9572-MTILT,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.75,6252.9
9611-CTWIH,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.45,240.45
0329-GTIAJ,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3
