customer_id,gender,senior_citizen,partner,dependents,tenure_months,country,state,city,zip_code,latitude,longitude
7666-WKRON,Female,0,0,0,39,United States,California,Riverbank,95367,37.734971,-120.954271
4910-AQFFX,Male,0,1,0,9,United States,California,Soulsbyville,95372,37.990574,-120.261821
2154-KVJFF,Female,0,0,0,15,United States,California,Stevinson,95374,37.316807,-120.855753
9647-ERGBE,Female,0,1,0,30,United States,California,Turlock,95380,37.474396,-120.875917
3428-XZMAZ,Male,0,0,0,1,United States,California,Turlock,95382,37.529656,-120.854357
0378-TOVMS,Female,0,0,0,3,United States,California,Vernalis,95385,37.609095,-121.263381
4355-HBJHH,Male,0,1,0,67,United States,California,Waterford,95386,37.669516,-120.626964
9058-CBREO,Female,1,0,0,1,United States,California,Winton,95388,37.421299,-120.599587
0318-QUUOB,Male,0,1,0,1,United States,California,Santa Rosa,95403,38.488431,-122.752839
5520-FVEWJ,Female,0,1,0,12,United States,California,Santa Rosa,95405,38.439696,-122.668817
5572-ZDXHY,Female,0,0,0,22,United States,California,Santa Rosa,95409,38.468893,-122.580539
3750-CKVKH,Male,0,0,0,2,United States,California,Clearlake Oaks,95423,39.07116,-122.598542
8063-GBATB,Female,1,0,0,27,United States,California,Cobb,95426,38.838088,-122.73203
4547-KQRTM,Female,0,0,0,10,United States,California,Eldridge,95431,38.348884,-122.51699
4877-EVATK,Male,0,0,0,1,United States,California,Elk,95432,39.108252,-123.645121
7639-SUPCW,Female,0,0,0,22,United States,California,Glen Ellen,95442,38.368744,-122.522642
1069-XAIEM,Female,1,0,0,1,United States,California,Mendocino,95460,39.305545,-123.743697
4658-HCOHW,Female,0,1,0,21,United States,California,Redwood Valley,95470,39.298065,-123.25211
3440-JPSCL,Female,0,0,0,6,United States,California,Sonoma,95476,38.25485,-122.461799
2889-FPWRM,Male,0,1,0,72,United States,California,Mckinleyville,95519,40.965011,-124.015255
6987-XQSJT,Female,1,0,0,54,United States,California,Blue Lake,95525,40.94338,-123.831799
4290-BSXUX,Male,0,1,0,3,United States,California,Fields Landing,95537,40.726949,-124.217378
0325-XBFAC,Male,0,0,0,8,United States,California,Hoopa,95546,41.163637,-123.704841
2462-XIIJB,Male,0,0,0,5,United States,California,Miranda,95553,40.210895,-123.86
4760-XOHVN,Female,0,1,1,1,United States,California,Myers Flat,95554,40.267158,-123.805913
7817-BOQPW,Female,0,0,0,2,United States,California,Rio Dell,95562,40.485849,-124.163234
1853-UDXBW,Male,0,1,0,1,United States,California,Samoa,95564,40.809636,-124.189977
5458-CQJTA,Male,0,1,0,65,United States,California,Smith River,95567,41.950683,-124.097094
5219-YIPTK,Female,0,1,0,33,United States,California,Trinidad,95570,41.162295,-124.027381
3540-RZJYU,Female,0,0,0,15,United States,California,Zenia,95595,40.170357,-123.417298
2091-MJTFX,Female,0,1,1,30,United States,California,Auburn,95602,38.99003,-121.114408
0883-EIBTI,Female,0,0,0,2,United States,California,Clarksburg,95612,38.384648,-121.578701
0722-TROQR,Female,1,0,0,4,United States,California,Davis,95616,38.508735,-121.678813
7571-YXDAD,Female,0,0,0,2,United States,California,Davis,95618,38.544002,-121.685559
3393-FMZPV,Female,0,0,0,25,United States,California,Elverta,95626,38.734997,-121.463719
6402-ZFPPI,Female,1,0,0,25,United States,California,Fair Oaks,95628,38.652065,-121.25441
7486-KSRVI,Male,0,0,0,43,United States,California,Folsom,95630,38.672638,-121.147403
8443-WVPSS,Male,0,1,0,10,United States,California,Galt,95632,38.274451,-121.259201
3006-XIMLN,Female,0,0,0,2,United States,California,Garden Valley,95633,38.852544,-120.837669
9965-YOKZB,Male,1,0,0,9,United States,California,Grizzly Flats,95636,38.636102,-120.522149
0504-HHAPI,Female,1,0,0,27,United States,California,Guinda,95637,38.830739,-122.196202
6305-YLBMM,Male,0,0,0,69,United States,California,Hood,95639,38.375325,-121.507935
3647-GMGDH,Male,0,1,0,22,United States,California,Jackson,95642,38.336216,-120.76901
3791-LGQCY,Female,1,1,0,56,United States,California,Loomis,95650,38.809175,-121.171375
8166-ZZTFS,Female,1,1,0,66,United States,California,Roseville,95661,38.736685,-121.251984
2956-GGUCQ,Male,1,1,0,24,United States,California,Pioneer,95666,38.546999,-120.271114
6595-COKXZ,Female,0,0,0,1,United States,California,Plymouth,95669,38.489273,-120.891614
0362-ZBZWJ,Male,0,0,0,36,United States,California,Thornton,95686,38.157794,-121.520223
4211-MMAZN,Male,0,0,0,1,United States,California,Vacaville,95688,38.419088,-122.024568
4274-OWWYO,Male,0,0,0,1,United States,California,Walnut Grove,95690,38.240419,-121.587535
1541-ETJZO,Male,0,0,0,1,United States,California,Wheatland,95692,39.043387,-121.409837
4106-HADHQ,Male,0,1,0,39,United States,California,Emigrant Gap,95715,39.23754,-120.720196
2369-UAPKZ,Male,0,0,0,5,United States,California,Meadow Vista,95722,39.003358,-121.022539
2778-OCLGR,Male,1,1,0,24,United States,California,Soda Springs,95728,39.279068,-120.414275
0637-KVDLV,Male,0,0,0,2,United States,California,Elk Grove,95758,38.35363,-121.44195
6633-MPWBS,Male,0,0,0,5,United States,California,Woodland,95776,38.694081,-121.694431
8785-EPNCG,Male,0,0,0,11,United States,California,Sacramento,95815,38.608405,-121.449942
5729-KLZAR,Female,0,1,0,4,United States,California,Sacramento,95817,38.550722,-121.457314
1582-RAFML,Male,0,0,0,1,United States,California,Sacramento,95821,38.625096,-121.383658
8740-CRYFY,Male,0,0,0,1,United States,California,Sacramento,95823,38.475465,-121.443625
2962-XPMCQ,Male,0,0,0,2,United States,California,Sacramento,95828,38.486938,-121.395805
1678-FYZOW,Female,0,0,0,3,United States,California,Sacramento,95835,38.685069,-121.543709
8627-EHGIP,Male,0,0,0,44,United States,California,Sacramento,95838,38.646096,-121.442433
5480-TBGPH,Female,0,1,0,24,United States,California,Sacramento,95842,38.687367,-121.34848
8854-CCVSQ,Male,0,0,0,18,United States,California,Browns Valley,95918,39.292334,-121.320597
0511-JTEOY,Female,0,0,0,1,United States,California,Canyon Dam,95923,40.171312,-121.120605
7067-KSAZT,Female,1,1,0,65,United States,California,Chico,95928,39.681488,-121.83721
6532-YLWSI,Female,0,1,0,53,United States,California,Crescent Mills,95934,40.080342,-120.957805
9300-AGZNL,Male,1,0,0,1,United States,California,Elk Creek,95939,39.53222,-122.594879
1112-CUNAO,Female,1,0,0,15,United States,California,Grimes,95950,39.033058,-121.895718
5175-AOBHI,Female,0,0,0,4,United States,California,Hamilton City,95951,39.732767,-122.042298
5174-RNGBH,Female,0,0,0,9,United States,California,Live Oak,95953,39.258746,-121.77697
7270-BDIOA,Female,0,0,0,22,United States,California,Maxwell,95955,39.281194,-122.226568
9565-JSNFM,Male,0,0,0,38,United States,California,Meadow Valley,95956,39.937017,-121.058043
0607-DAAHE,Male,0,0,0,53,United States,California,Olivehurst,95961,39.082568,-121.55325
9732-KPKBW,Male,0,0,0,1,United States,California,Oroville,95966,39.473896,-121.415927
3389-YGYAI,Female,1,0,0,8,United States,California,Princeton,95970,39.424957,-122.039307
9560-ARGQJ,Female,0,0,0,16,United States,California,Quincy,95971,39.971228,-121.041166
5134-IKDAY,Female,0,1,0,1,United States,California,Twain,95984,40.022184,-121.062384
3070-DVEYC,Male,1,0,0,7,United States,California,Williams,95987,39.117537,-122.284654
5707-ORNDZ,Male,1,0,0,9,United States,California,Yuba City,95993,39.075694,-121.70606
8696-JKZNU,Female,1,0,0,37,United States,California,Anderson,96007,40.448632,-122.306657
5380-AFSSK,Female,0,0,0,5,United States,California,Bella Vista,96008,40.722733,-122.109666
2055-PDADH,Female,1,0,0,3,United States,California,Big Bend,96011,41.096569,-121.879082
8714-EUHJO,Female,0,1,0,31,United States,California,Castella,96017,41.121108,-122.336613
3721-CNEYS,Female,0,0,0,2,United States,California,Douglas City,96024,40.586588,-122.903677
2568-OIADY,Female,0,1,0,37,United States,California,Fort Jones,96032,41.5837,-122.935922
1193-RTSLK,Female,0,0,0,38,United States,California,Happy Camp,96039,41.831901,-123.487478
2302-ANTDP,Female,1,1,0,48,United States,California,Hat Creek,96040,40.789799,-121.474529
5923-GXUOC,Male,0,0,0,10,United States,California,Hayfork,96041,40.547857,-123.187265
5233-GEEAX,Male,1,0,0,8,United States,California,Lewiston,96052,40.704293,-122.803899
4432-ADRLB,Male,0,0,0,2,United States,California,Montague,96064,41.759864,-122.379175
8993-PHFWD,Female,0,0,0,3,United States,California,Old Station,96071,40.656287,-121.428965
1565-RHDJD,Female,0,0,0,4,United States,California,Palo Cedro,96073,40.582399,-122.195512
7137-RYLPP,Male,1,1,0,37,United States,California,Paskenta,96074,39.884395,-122.587513
3765-JXVKY,Female,0,0,0,1,United States,California,Paynes Creek,96075,40.343213,-121.815412
7330-WZLNC,Female,0,0,0,5,United States,California,Red Bluff,96080,40.186772,-122.388361
3957-LXOLK,Female,1,0,0,28,United States,California,Shingletown,96088,40.497441,-121.827524
6635-MYYYZ,Female,0,0,0,30,United States,California,Trinity Center,96091,41.081847,-122.700545
5281-BUZGT,Male,1,0,0,36,United States,California,Weaverville,96093,40.759401,-122.939337
5378-IKEEG,Female,0,0,0,1,United States,California,Eagleville,96110,41.280341,-120.150381
2718-GAXQD,Female,1,1,1,4,United States,California,Lake City,96115,41.729079,-120.225025
6413-XKKPU,Male,0,1,0,17,United States,California,Sierra City,96125,39.600599,-120.636358
1449-XQEMT,Male,0,0,0,3,United States,California,Susanville,96130,40.559177,-120.612113
2626-URJFX,Male,0,1,1,4,United States,California,Termo,96132,41.027281,-120.669427
2612-RRIDN,Male,0,0,0,4,United States,California,Westwood,96137,40.271535,-121.018087
4735-ASGMA,Male,0,0,0,26,United States,California,Carnelian Bay,96140,39.227434,-120.091806
3669-LVWZB,Male,0,0,0,5,United States,California,Tahoma,96142,39.061227,-120.179546
6892-EZDTG,Female,0,1,0,4,United States,California,Kings Beach,96143,39.246654,-120.029273
9725-SCPZG,Male,0,0,0,1,United States,California,South Lake Tahoe,96150,38.911577,-120.106169
5884-GCYMI,Male,0,0,0,1,United States,California,Truckee,96161,39.342498,-120.247127
3217-FZDMN,Female,1,0,0,8,United States,California,Los Angeles,90001,33.973616,-118.24902
7853-GVUDZ,Female,0,1,1,1,United States,California,Los Angeles,90004,34.076259,-118.310715
7480-QNVZJ,Male,1,0,0,50,United States,California,Los Angeles,90005,34.059281,-118.30742
3943-KDREE,Female,0,0,0,26,United States,California,Los Angeles,90010,34.062125,-118.315709
9239-ZBZZV,Female,0,0,0,6,United States,California,Los Angeles,90011,34.00709,-118.258681
4398-HSCJH,Female,0,0,0,3,United States,California,Los Angeles,90013,34.044639,-118.240413
4430-UZIPO,Male,0,0,0,3,United States,California,Los Angeles,90020,34.066367,-118.309868
4855-SNKMY,Female,0,0,0,1,United States,California,Los Angeles,90024,34.066303,-118.435479
8008-HAWED,Male,0,0,0,14,United States,California,Los Angeles,90027,34.127194,-118.295647
7124-UGSUR,Female,1,1,0,61,United States,California,Los Angeles,90028,34.099869,-118.326843
1862-SKORY,Female,1,1,0,40,United States,California,Los Angeles,90029,34.089953,-118.294824
1502-XFCVR,Female,0,0,0,58,United States,California,Los Angeles,90038,34.088017,-118.327168
9692-TUSXH,Female,0,0,0,18,United States,California,Los Angeles,90041,34.137412,-118.207607
7912-SYRQT,Female,0,0,0,7,United States,California,Los Angeles,90042,34.11572,-118.192754
4816-JBHOV,Male,1,0,0,2,United States,California,Los Angeles,90044,33.952714,-118.292061
8292-TYSPY,Male,0,0,0,19,United States,California,Los Angeles,90048,34.072945,-118.37267
1867-BDVFH,Male,0,1,0,11,United States,California,Los Angeles,90056,33.987945,-118.370442
2359-QWQUL,Female,0,1,0,39,United States,California,Los Angeles,90058,34.001617,-118.222274
9103-TCIHJ,Female,0,0,0,15,United States,California,Los Angeles,90059,33.927254,-118.249826
4140-WJAWW,Female,0,0,0,5,United States,California,Los Angeles,90071,34.052917,-118.255178
6653-CBBOM,Female,0,0,0,1,United States,California,Compton,90221,33.885811,-118.206459
3247-ZVOUO,Male,1,1,0,10,United States,California,Downey,90240,33.956228,-118.120993
6101-IMRMM,Male,0,0,0,6,United States,California,El Segundo,90245,33.917145,-118.401554
1268-ASBGA,Female,1,1,0,16,United States,California,Huntington Park,90255,33.97803,-118.217141
8943-URTMR,Female,0,0,0,2,United States,California,Lawndale,90260,33.88856,-118.351813
4713-LZDRV,Female,1,0,0,2,United States,California,Malibu,90263,34.037037,-118.705803
4325-NFSKC,Male,1,0,0,19,United States,California,Pacific Palisades,90272,34.079449,-118.548306
2955-PSXOE,Female,0,0,0,1,United States,California,Topanga,90290,34.115192,-118.61017
7762-URZQH,Male,0,1,0,66,United States,California,Venice,90291,33.991782,-118.479229
6907-NZZIJ,Female,0,0,0,36,United States,California,Santa Monica,90402,34.035849,-118.503508
2911-UREFD,Female,0,1,0,39,United States,California,Santa Monica,90405,34.005439,-118.477507
3744-ZRRDZ,Male,0,0,0,21,United States,California,Torrance,90501,33.833699,-118.314387
5673-TIYIB,Male,0,0,0,2,United States,California,Torrance,90502,33.833181,-118.292062
1602-IJQQE,Female,0,0,0,4,United States,California,Whittier,90602,33.972119,-118.020188
4628-WQCQQ,Male,0,0,0,35,United States,California,Whittier,90603,33.945318,-117.992066
1644-IRKSF,Female,0,1,0,33,United States,California,La Palma,90623,33.850504,-118.039892
3705-PSNGL,Male,0,0,0,45,United States,California,Cerritos,90703,33.8681,-118.067402
6502-HCJTI,Male,1,1,0,7,United States,California,Lakewood,90712,33.840524,-118.148403
2606-RMDHZ,Male,0,0,0,6,United States,California,Lakewood,90713,33.847755,-118.112532
8258-GSTJK,Male,1,0,0,3,United States,California,San Pedro,90732,33.744119,-118.31448
6861-OKBCE,Female,0,0,1,11,United States,California,Seal Beach,90740,33.75462,-118.071128
9940-RHLFB,Female,0,0,0,1,United States,California,Sunset Beach,90742,33.719221,-118.073596
2995-UPRYS,Female,1,1,0,40,United States,California,Long Beach,90802,33.752524,-118.210737
6686-YPGHK,Male,1,0,0,47,United States,California,Long Beach,90808,33.823943,-118.111335
1383-EZRWL,Female,0,0,0,7,United States,California,Long Beach,90810,33.819814,-118.222416
4759-TRPLW,Male,0,0,0,1,United States,California,Long Beach,90822,33.778436,-118.118648
8563-IIOXK,Male,0,1,0,7,United States,California,Duarte,91010,34.145695,-117.95982
8020-BWHYL,Female,1,0,0,15,United States,California,Montrose,91020,34.2112,-118.230625
2982-VPSGI,Female,0,1,0,11,United States,California,South Pasadena,91030,34.110444,-118.156957
8199-ZLLSA,Male,0,0,0,67,United States,California,Tujunga,91042,34.296574,-118.244839
4625-EWPTF,Male,0,0,0,8,United States,California,Pasadena,91104,34.165383,-118.123752
5980-NOPLP,Female,0,1,0,44,United States,California,Pasadena,91105,34.13946,-118.166649
6892-XPFPU,Male,1,1,0,24,United States,California,Pasadena,91107,34.159007,-118.087353
8010-EZLOU,Male,1,0,0,15,United States,California,San Marino,91108,34.122671,-118.112911
9874-QLCLH,Female,0,1,0,17,United States,California,Northridge,91324,34.238208,-118.55029
8062-YBDOE,Male,1,0,0,1,United States,California,Canyon Country,91351,34.422519,-118.420717
6000-APYLU,Male,0,0,0,9,United States,California,Valencia,91355,34.43987,-118.644609
0947-IDHRQ,Female,0,0,0,7,United States,California,Woodland Hills,91367,34.178068,-118.615714
3672-YITQD,Male,1,1,0,36,United States,California,Castaic,91384,34.506627,-118.699048
9048-JVYVF,Male,0,0,0,3,United States,California,Panorama City,91402,34.223768,-118.445461
8988-ECPJR,Female,1,1,0,34,United States,California,Van Nuys,91411,34.17847,-118.459472
3776-EKTKM,Female,1,0,0,1,United States,California,Burbank,91501,34.188339,-118.300942
1902-XBTFB,Male,0,0,0,22,United States,California,North Hollywood,91605,34.207295,-118.400022
0643-OKLRP,Female,1,1,0,47,United States,California,Azusa,91702,34.174493,-117.87068
9381-NDKME,Female,1,1,0,24,United States,California,El Monte,91731,34.079934,-118.046695
2794-XIMMO,Male,0,1,0,53,United States,California,Rancho Cucamonga,91737,34.245289,-117.642503
8382-SHQEH,Female,0,1,0,8,United States,California,Rancho Cucamonga,91739,34.133809,-117.523724
2983-ZANRP,Female,0,1,0,2,United States,California,La Puente,91744,34.031441,-117.936436
7845-URHJN,Female,0,1,0,8,United States,California,Hacienda Heights,91745,33.998471,-117.973758
3034-ZBEQN,Female,0,1,0,48,United States,California,La Puente,91746,34.038983,-117.991372
8327-LZKAS,Female,1,1,0,43,United States,California,Pomona,91767,34.083086,-117.737997
1075-BGWOH,Male,1,1,0,16,United States,California,Rosemead,91770,34.065108,-118.082791
0302-JOIVN,Female,0,1,0,8,United States,California,San Gabriel,91775,34.114772,-118.089431
5366-IJEQJ,Male,0,0,0,20,United States,California,Alhambra,91801,34.090925,-118.128164
1981-INRFU,Female,0,0,0,2,United States,California,Boulevard,91905,32.677097,-116.304991
4971-PUYQO,Female,0,0,0,27,United States,California,Campo,91906,32.673483,-116.472863
8485-GJCDN,Female,1,0,0,5,United States,California,Chula Vista,91914,32.688506,-116.938632
1527-SXDPN,Male,0,1,0,52,United States,California,Imperial Beach,91932,32.579134,-117.119009
6029-WTIPC,Male,1,0,0,37,United States,California,Jacumba,91934,32.649787,-116.2237
8634-CILSZ,Male,0,0,0,69,United States,California,Jamul,91935,32.695681,-116.798386
6682-QJDGB,Male,0,0,1,40,United States,California,Borrego Springs,92004,33.200369,-116.192313
8780-IXSTS,Female,0,0,0,6,United States,California,Carlsbad,92008,33.148116,-117.306043
9530-EHPOH,Male,0,0,0,11,United States,California,El Cajon,92019,32.785165,-116.862648
0345-HKJVM,Female,0,0,0,6,United States,California,El Cajon,92021,32.832706,-116.873258
3049-SOLAY,Female,0,1,0,3,United States,California,Fallbrook,92028,33.362575,-117.299644
3317-HRTNN,Female,1,0,0,5,United States,California,Julian,92036,32.980678,-116.262854
3235-ETOOB,Male,0,1,0,8,United States,California,Lakeside,92040,32.909873,-116.906774
8058-INTPH,Female,0,0,0,1,United States,California,Oceanside,92056,33.194742,-117.29032
5569-OUICF,Female,1,1,0,28,United States,California,Santee,92071,32.847336,-116.997605
8821-XNHVZ,Female,0,1,0,1,United States,California,Solana Beach,92075,33.001813,-117.263628
2082-OJVTK,Male,0,1,0,29,United States,California,San Marcos,92078,33.119028,-117.166036
5940-NFXKV,Male,0,1,0,19,United States,California,Rancho Santa Fe,92091,32.99356,-117.207121
8053-WWDRO,Female,0,1,0,6,United States,California,San Diego,92105,32.741859,-117.090353
9564-KCLHR,Male,0,0,0,1,United States,California,San Diego,92106,32.71346,-117.236378
2082-CEFLT,Male,0,0,0,1,United States,California,San Diego,92109,32.787836,-117.232376
1213-NGCUN,Female,0,0,0,6,United States,California,San Diego,92111,32.805518,-117.169052
5688-KZTSN,Male,0,1,1,15,United States,California,San Diego,92121,32.898613,-117.202937
2894-QOJRX,Female,0,1,0,25,United States,California,San Diego,92124,32.827238,-117.089287
5747-PMBSQ,Male,1,1,0,10,United States,California,San Diego,92126,32.886925,-117.152162
3143-JQEGI,Female,0,1,0,13,United States,California,San Diego,92129,32.961064,-117.134917
6386-SZZKH,Female,0,1,0,49,United States,California,San Diego,92130,32.957195,-117.202542
2982-IHMFT,Female,1,0,0,1,United States,California,Indian Wells,92210,33.537646,-116.291089
3521-SYVOR,Female,0,0,0,37,United States,California,Palm Desert,92211,33.762759,-116.324817
9526-JAWYF,Male,0,0,0,26,United States,California,Blythe,92225,33.674583,-114.71612
5649-VUKMC,Female,0,0,0,12,United States,California,Coachella,92236,33.680031,-116.171678
5143-EGQFK,Female,1,0,0,10,United States,California,Imperial,92251,32.858595,-115.662709
4919-IKATY,Male,0,1,0,5,United States,California,Joshua Tree,92252,34.167236,-116.281511
9050-QLROH,Male,0,0,0,18,United States,California,Niland,92257,33.345825,-115.596574
6168-WFVVF,Female,1,0,0,3,United States,California,Palm Springs,92262,33.839989,-116.659215
0877-SDMBN,Female,0,0,0,54,United States,California,Parker Dam,92267,34.273872,-114.192901
8065-YKXKD,Female,0,0,0,10,United States,California,Seeley,92273,32.790282,-115.689559
9637-EIHEQ,Female,0,0,0,1,United States,California,Thermal,92274,33.53604,-116.119222
9689-PTNPG,Male,0,0,0,2,United States,California,Vidal,92280,34.264124,-114.717964
9465-RWMXL,Male,0,1,0,32,United States,California,Westmorland,92281,33.03679,-115.60503
2362-IBOOY,Male,0,0,0,36,United States,California,Winterhaven,92283,32.852947,-114.850784
0843-WTBXE,Male,0,0,0,53,United States,California,Landers,92285,34.341737,-116.539416
5515-IDEJJ,Male,0,1,1,1,United States,California,Angelus Oaks,92305,34.1678,-116.86433
7450-NWRTR,Male,1,0,0,12,United States,California,Apple Valley,92308,34.424926,-117.184503
5376-DEQCP,Female,0,0,0,1,United States,California,Barstow,92311,34.965648,-117.001509
9095-HFAFX,Female,0,0,0,5,United States,California,Big Bear City,92314,34.278967,-116.773825
2379-ENZGV,Male,0,0,0,6,United States,California,Bloomington,92316,34.059722,-117.39104
6005-OBZPH,Female,1,0,0,26,United States,California,Ludlow,92338,34.702766,-116.093376
7932-WPTDS,Female,1,1,0,1,United States,California,Green Valley Lake,92341,34.244411,-117.072654
2722-VOJQL,Male,0,0,0,64,United States,California,Highland,92346,34.129677,-117.154277
5228-EXCET,Male,0,0,0,13,United States,California,Newberry Springs,92365,34.89326,-116.505958
7394-FKDNK,Female,0,1,0,9,United States,California,Redlands,92374,34.064073,-117.166158
6331-LWDTQ,Male,0,0,0,10,United States,California,Rialto,92377,34.156758,-117.404686
1597-FZREH,Female,0,0,0,2,United States,California,Shoshone,92384,35.924252,-116.188668
7000-WCEVQ,Female,1,0,0,20,United States,California,Wrightwood,92397,34.358321,-117.618263
0727-IWKVK,Male,0,1,0,9,United States,California,Yermo,92398,35.013299,-116.834092
5959-BELXA,Male,1,0,0,32,United States,California,Yucaipa,92399,34.04597,-117.011825
3512-IZIKN,Female,0,1,0,70,United States,California,San Bernardino,92404,34.183286,-117.221722
6141-OOXUQ,Male,0,0,0,1,United States,California,San Bernardino,92411,34.122501,-117.320138
7503-ZGUZJ,Male,0,0,0,1,United States,California,Riverside,92505,33.920907,-117.489426
2506-TNFCO,Female,1,1,0,1,United States,California,Riverside,92509,34.004379,-117.447864
8718-PTMEZ,Female,0,0,0,13,United States,California,Lake Elsinore,92530,33.655421,-117.391751
2207-OBZNX,Male,0,0,0,7,United States,California,Aguanga,92536,33.482243,-116.827173
6142-VSJQO,Female,0,1,1,1,United States,California,Homeland,92548,33.761894,-117.120868
6437-UKHMV,Female,0,0,0,7,United States,California,Moreno Valley,92557,33.970661,-117.255039
1114-CENIM,Male,0,0,1,54,United States,California,San Jacinto,92582,33.806708,-117.02007
6060-DRTNL,Female,1,0,0,5,United States,California,San Jacinto,92583,33.796568,-116.924723
8473-VUVJN,Male,1,0,0,1,United States,California,Temecula,92590,33.475493,-117.219551
6289-CPNLD,Male,0,1,0,33,United States,California,Temecula,92591,33.540604,-117.10909
5536-SLHPM,Female,0,1,0,55,United States,California,Temecula,92592,33.507255,-117.029473
0196-VULGZ,Female,1,1,0,6,United States,California,Irvine,92620,33.716136,-117.752574
8837-VVWLQ,Female,0,0,0,8,United States,California,Capistrano Beach,92624,33.458754,-117.665104
2696-NARTR,Male,0,0,0,11,United States,California,Corona Del Mar,92625,33.600987,-117.862734
7614-QVWQL,Male,0,1,0,49,United States,California,Costa Mesa,92627,33.645672,-117.922613
1976-CFOCS,Female,1,1,0,1,United States,California,Dana Point,92629,33.477923,-117.705314
4631-OACRM,Male,1,0,0,15,United States,California,Lake Forest,92630,33.644849,-117.684254
3755-JBMNH,Male,1,1,0,16,United States,California,Huntington Beach,92648,33.679659,-118.016195
6345-ULYRW,Male,1,1,0,44,United States,California,Laguna Beach,92651,33.570023,-117.773669
1809-DMJHQ,Female,0,0,1,5,United States,California,Newport Beach,92660,33.634626,-117.874882
6923-EFPNL,Male,0,0,0,4,United States,California,Silverado,92676,33.782346,-117.635263
9574-RKJIF,Male,0,1,0,30,United States,California,Trabuco Canyon,92679,33.631119,-117.567346
2619-WFQWU,Female,0,0,0,1,United States,California,Mission Viejo,92692,33.60693,-117.644253
0778-NELLA,Male,0,0,0,9,United States,California,Anaheim,92805,33.830209,-117.906099
4614-NUVZD,Female,0,0,0,1,United States,California,Anaheim,92807,33.848733,-117.788357
3803-KMQFW,Female,0,1,1,1,United States,California,Brea,92821,33.930199,-117.862898
6804-GDMOI,Female,0,0,0,61,United States,California,Brea,92823,33.924143,-117.79387
9572-MTILT,Male,0,1,0,59,United States,California,Fullerton,92833,33.877639,-117.961212
9611-CTWIH,Female,0,0,0,3,United States,California,Garden Grove,92841,33.786738,-117.982564
0329-GTIAJ,Female,0,0,0,3,United States,California,Garden Grove,92844,33.766476,-117.969795
6629-CZTTH,Male,0,0,0,1,United States,California,Orange,92865,33.828779,-117.848299
5364-EVNIB,Male,0,0,0,13,United States,California,Orange,92868,33.787796,-117.875928
5087-SUURX,Female,0,1,0,18,United States,California,Yorba Linda,92887,33.884073,-117.732197
0013-EXCHZ,Female,1,1,0,3,United States,California,Camarillo,93010,34.227846,-119.079903
5550-VFRLC,Female,1,0,0,1,United States,California,Moorpark,93021,34.312945,-118.858169
4929-BSTRX,Female,0,0,0,1,United States,California,Oxnard,93030,34.223244,-119.18012
2225-ZRGSG,Female,0,1,0,70,United States,California,Piru,93040,34.432843,-118.730106
5271-YNWVR,Male,0,1,0,68,United States,California,Santa Paula,93060,34.402343,-119.094824
2657-ALMWY,Female,1,1,0,26,United States,California,Simi Valley,93065,34.269449,-118.768471
6330-JKLPC,Male,0,1,0,11,United States,California,Somis,93066,34.297628,-119.014627
4667-OHGKG,Male,0,0,0,1,United States,California,Summerland,93067,34.420998,-119.60137
1660-HSOOQ,Male,0,0,0,1,United States,California,Santa Barbara,93105,34.037342,-119.80079
7253-UVNDW,Female,0,0,0,46,United States,California,Santa Barbara,93108,34.457541,-119.631072
7228-OMTPN,Male,0,0,0,4,United States,California,Santa Barbara,93110,34.437945,-119.77191
6284-AHOOQ,Male,1,0,0,22,United States,California,Avenal,93204,35.916943,-120.129921
2344-JMOGN,Male,0,1,0,9,United States,California,Buttonwillow,93206,35.451402,-119.488413
3799-ISUZQ,Male,0,1,0,7,United States,California,California Hot Springs,93207,35.865795,-118.69759
1794-HBQTJ,Female,0,0,0,1,United States,California,Corcoran,93212,36.04533,-119.532424
2460-FPSYH,Female,1,0,0,40,United States,California,Exeter,93221,36.301689,-119.018233
4818-DRBQT,Male,0,1,0,29,United States,California,Farmersville,93223,36.29878,-119.201028
1320-HTRDR,Female,0,0,0,3,United States,California,Fellows,93224,35.215731,-119.57013
1493-AMTIE,Male,0,0,0,1,United States,California,Ivanhoe,93235,36.385818,-119.224243
6424-ELEYH,Female,0,1,0,3,United States,California,Lebec,93243,34.845861,-118.885163
4391-RESHN,Male,0,0,0,23,United States,California,Lemon Cove,93244,36.462671,-118.997291
6821-BUXUX,Female,0,0,0,13,United States,California,Maricopa,93252,34.737031,-119.460557
5028-HTLJB,Male,1,0,0,1,United States,California,New Cuyama,93254,34.956577,-119.750142
9801-GDWGV,Female,0,0,0,39,United States,California,Onyx,93255,35.676978,-118.101378
2320-JRSDE,Female,0,1,1,1,United States,California,Richgrove,93261,35.809921,-119.127437
0601-WZHJF,Male,0,1,0,14,United States,California,Shafter,93263,35.490705,-119.286833
5143-WMWOG,Male,0,0,0,1,United States,California,Stratford,93266,36.175255,-119.813805
5393-RXQSZ,Male,0,0,0,1,United States,California,Taft,93268,35.184837,-119.402525
0231-LXVAP,Male,0,0,0,1,United States,California,Tipton,93272,36.047414,-119.344304
9444-JTXHZ,Male,0,1,0,1,United States,California,Tulare,93274,36.185471,-119.375243
5510-BOIUJ,Male,0,0,1,1,United States,California,Visalia,93277,36.303793,-119.375646
