timestamp,customer_id,senior_citizen,partner,dependents,tenure_months,monthly_charges,total_charges,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,city,contract_type,payment_method,internet_service
2026-04-21T21:49:09.390949,CUST_001041,0,1,0,19,76.81,1482.79,1,0,1,0,0,0,1,0,Male,San Francisco,Month-to-month,Electronic check,DSL
2026-04-21T21:50:09.399519,CUST_001042,0,0,0,24,110.07,2706.54,1,1,0,1,1,1,1,0,Female,Dallas,One year,Bank transfer (automatic),DSL
2026-04-21T21:51:09.411636,CUST_001043,0,0,1,5,18.0,86.49,0,0,0,0,0,0,0,0,Male,Los Angeles,Month-to-month,Electronic check,No
2026-04-21T21:52:09.420925,CUST_001044,0,0,0,2,108.04,197.5,1,1,0,1,0,0,0,1,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-21T21:53:09.422717,CUST_001045,1,1,0,19,110.22,1992.71,1,1,1,1,1,0,0,1,Male,Dallas,Month-to-month,Electronic check,DSL
2026-04-21T21:54:09.434653,CUST_001046,0,0,0,16,45.88,776.49,1,0,0,0,0,0,0,0,Male,Dallas,Month-to-month,Bank transfer (automatic),No
2026-04-21T21:55:09.450636,CUST_001047,0,1,0,12,109.34,1388.39,1,0,0,1,0,1,0,0,Male,Phoenix,Month-to-month,Electronic check,Fiber optic
2026-04-21T21:56:09.456170,CUST_001048,0,1,0,8,41.21,362.16,1,0,0,0,0,0,0,0,Male,Houston,Month-to-month,Electronic check,No
2026-04-21T21:57:09.463455,CUST_001049,0,1,0,45,99.14,4550.37,1,0,1,0,0,1,1,0,Male,Chicago,One year,Credit card (automatic),DSL
2026-04-21T21:58:09.467793,CUST_001050,0,0,0,12,87.18,946.18,1,0,0,0,0,0,0,0,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-21T21:59:09.477374,CUST_001051,0,0,1,0,117.32,0.0,1,0,1,1,1,1,0,0,Male,Houston,Month-to-month,Mailed check,Fiber optic
2026-04-21T22:00:09.488129,CUST_001052,0,1,0,9,91.75,804.01,1,0,1,0,0,1,1,0,Male,New York,Month-to-month,Electronic check,DSL
2026-04-21T22:01:09.505296,CUST_001053,0,1,0,41,102.04,4217.81,1,0,1,1,0,0,0,1,Female,Miami,One year,Credit card (automatic),Fiber optic
2026-04-21T22:02:09.519702,CUST_001054,0,0,0,6,133.6,870.4,1,1,1,1,0,0,1,1,Male,Dallas,Month-to-month,Mailed check,Fiber optic
2026-04-21T22:03:09.531192,CUST_001055,0,1,1,12,89.36,1073.1,1,1,1,0,0,1,0,1,Male,Chicago,Month-to-month,Mailed check,DSL
2026-04-21T22:04:09.545616,CUST_001056,0,1,0,8,112.65,979.23,1,0,0,1,0,0,1,1,Male,San Diego,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:05:09.562661,CUST_001057,0,0,0,11,45.24,499.88,1,0,0,0,0,0,0,0,Male,San Francisco,Month-to-month,Mailed check,No
2026-04-21T22:06:09.567416,CUST_001058,0,0,0,61,100.36,6235.31,1,1,0,1,1,0,1,0,Female,San Diego,Two year,Bank transfer (automatic),DSL
2026-04-21T22:07:09.568516,CUST_001059,1,0,0,18,90.63,1541.7,1,0,0,0,0,0,1,1,Male,New York,Month-to-month,Electronic check,DSL
2026-04-21T22:08:09.582784,CUST_001060,0,1,1,11,80.02,920.39,1,0,0,1,0,0,1,0,Female,Phoenix,Month-to-month,Mailed check,DSL
2026-04-21T22:09:09.595459,CUST_001061,0,1,1,60,105.68,5837.14,1,1,1,1,1,0,0,1,Male,Los Angeles,Two year,Mailed check,DSL
2026-04-21T22:10:09.597287,CUST_001062,0,1,0,10,123.12,1319.19,1,1,0,0,0,1,1,1,Female,Dallas,Month-to-month,Mailed check,Fiber optic
2026-04-21T22:11:09.612582,CUST_001063,0,0,1,40,104.43,3780.47,1,1,0,0,0,0,1,1,Female,Miami,Two year,Electronic check,Fiber optic
2026-04-21T22:12:09.617283,CUST_001064,0,1,1,44,120.12,5390.92,1,0,1,0,1,1,0,1,Female,Houston,One year,Credit card (automatic),Fiber optic
2026-04-21T22:13:09.631750,CUST_001065,0,0,0,16,116.06,1782.78,1,1,1,0,1,0,1,1,Female,Phoenix,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:14:09.638769,CUST_001066,0,1,0,30,44.04,1400.06,1,0,0,0,0,0,0,0,Female,Seattle,Two year,Credit card (automatic),No
2026-04-21T22:15:09.654409,CUST_001067,0,0,1,21,111.2,2491.15,1,0,0,0,1,0,1,1,Male,San Diego,One year,Bank transfer (automatic),Fiber optic
2026-04-21T22:16:09.664158,CUST_001068,0,1,1,21,86.92,1951.17,1,0,0,0,1,1,0,1,Female,Chicago,Month-to-month,Electronic check,DSL
2026-04-21T22:17:09.679749,CUST_001069,1,1,0,64,81.48,5331.98,1,1,0,1,0,0,0,0,Female,Los Angeles,Two year,Credit card (automatic),DSL
2026-04-21T22:18:09.692455,CUST_001070,0,0,0,10,118.1,1073.48,1,1,1,0,1,0,1,0,Male,Phoenix,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:19:09.707851,CUST_001071,0,0,1,22,104.41,2075.81,1,1,0,1,0,0,1,1,Male,New York,Month-to-month,Credit card (automatic),DSL
2026-04-21T22:20:09.711663,CUST_001072,0,1,0,20,80.66,1542.69,1,0,0,1,0,0,1,1,Female,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-21T22:21:09.720203,CUST_001073,0,1,0,13,96.23,1306.86,1,1,1,0,1,0,1,1,Female,Phoenix,Month-to-month,Electronic check,DSL
2026-04-21T22:22:09.731687,CUST_001074,0,1,0,48,85.81,3756.28,1,1,0,0,1,0,0,0,Female,Seattle,Two year,Bank transfer (automatic),DSL
2026-04-21T22:23:09.738849,CUST_001075,0,0,0,14,75.42,954.91,1,0,0,0,0,0,1,0,Female,Dallas,Month-to-month,Electronic check,DSL
2026-04-21T22:24:09.745462,CUST_001076,0,0,0,59,22.51,1230.81,0,0,0,0,0,0,0,0,Female,New York,Two year,Credit card (automatic),No
2026-04-21T22:25:09.755391,CUST_001077,0,1,0,22,115.54,2636.33,1,0,1,0,1,0,1,0,Male,Chicago,One year,Bank transfer (automatic),Fiber optic
2026-04-21T22:26:09.771046,CUST_001078,0,1,0,23,52.87,1172.11,0,0,1,0,0,0,1,1,Male,Miami,One year,Mailed check,DSL
2026-04-21T22:27:09.787857,CUST_001079,0,1,0,8,104.39,851.16,1,0,0,1,1,0,1,0,Female,San Diego,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:28:09.794101,CUST_001080,1,0,0,7,42.25,312.95,1,0,0,0,0,0,0,0,Female,San Diego,Month-to-month,Mailed check,No
2026-04-21T22:29:09.813774,CUST_001081,0,1,0,6,124.27,762.98,1,0,1,1,1,1,0,1,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:30:09.820900,CUST_001082,0,1,1,36,110.05,3997.55,1,1,1,1,1,0,0,1,Male,Houston,One year,Bank transfer (automatic),DSL
2026-04-21T22:31:09.825273,CUST_001083,1,1,0,15,95.35,1358.42,1,1,1,0,1,0,1,0,Male,Chicago,Month-to-month,Electronic check,DSL
2026-04-21T22:32:09.838850,CUST_001084,0,1,0,12,100.66,1207.03,1,1,0,0,0,0,1,0,Female,Houston,One year,Credit card (automatic),Fiber optic
2026-04-21T22:33:09.855179,CUST_001085,1,1,1,45,115.01,5228.53,1,1,0,1,0,1,0,1,Male,New York,One year,Credit card (automatic),Fiber optic
2026-04-21T22:34:09.859362,CUST_001086,1,1,1,15,116.7,1710.52,1,1,0,1,0,0,0,1,Male,Miami,Month-to-month,Credit card (automatic),Fiber optic
2026-04-21T22:35:09.861517,CUST_001087,0,0,0,58,89.72,5201.74,1,1,1,0,0,0,1,1,Male,Phoenix,Two year,Mailed check,DSL
2026-04-21T22:36:09.866026,CUST_001088,1,1,1,14,92.53,1236.88,1,1,1,1,1,1,1,0,Male,Miami,One year,Bank transfer (automatic),DSL
2026-04-21T22:37:09.868781,CUST_001089,1,1,0,22,124.08,2760.45,1,0,1,1,0,1,1,1,Male,Phoenix,One year,Mailed check,Fiber optic
2026-04-21T22:38:09.875868,CUST_001090,0,1,1,45,110.9,5326.8,1,0,0,0,1,1,1,1,Female,San Francisco,Two year,Mailed check,Fiber optic
2026-04-21T22:39:09.882083,CUST_001091,0,1,1,25,98.98,2711.07,1,0,1,0,0,0,1,1,Male,Miami,One year,Credit card (automatic),Fiber optic
2026-04-21T22:40:09.887457,CUST_001092,1,0,0,34,118.67,3840.1,1,1,1,0,0,0,1,1,Female,Houston,One year,Credit card (automatic),Fiber optic
2026-04-21T22:41:09.890716,CUST_001093,0,0,1,53,115.46,5840.03,1,1,1,1,0,1,0,1,Female,Phoenix,Two year,Credit card (automatic),Fiber optic
2026-04-21T22:42:09.906557,CUST_001094,0,0,0,20,56.09,1010.38,1,1,0,0,0,0,0,0,Female,New York,Month-to-month,Credit card (automatic),No
2026-04-21T22:43:09.918022,CUST_001095,0,1,0,33,110.22,3600.9,1,1,1,1,1,0,0,0,Female,Los Angeles,Two year,Credit card (automatic),Fiber optic
2026-04-21T22:44:09.928124,CUST_001096,1,1,1,24,110.71,2735.59,1,0,1,1,0,1,0,0,Male,New York,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-21T22:45:09.930188,CUST_001097,0,1,0,6,88.4,575.29,1,1,1,1,1,0,0,0,Female,Dallas,Month-to-month,Bank transfer (automatic),DSL
2026-04-21T22:46:09.943219,CUST_001098,0,0,0,57,101.89,5701.01,1,1,0,1,0,0,0,1,Female,New York,Two year,Credit card (automatic),Fiber optic
2026-04-21T22:47:09.953327,CUST_001099,0,1,0,40,114.0,4713.82,1,0,0,1,1,0,1,1,Female,Houston,Two year,Credit card (automatic),Fiber optic
2026-04-21T22:48:09.955998,CUST_001100,1,0,0,48,90.65,4406.4,1,0,1,0,1,1,0,0,Male,Los Angeles,One year,Credit card (automatic),DSL
2026-04-21T22:49:09.958144,CUST_001101,0,0,0,5,76.58,418.23,0,0,0,0,1,0,0,1,Male,San Diego,Month-to-month,Mailed check,Fiber optic
2026-04-21T22:50:09.974004,CUST_001102,0,1,1,11,94.61,1015.11,1,0,0,1,0,0,0,1,Female,Phoenix,Month-to-month,Electronic check,Fiber optic
2026-04-21T22:51:09.977334,CUST_001103,0,1,1,56,100.72,5509.54,1,0,0,0,0,1,0,0,Male,New York,Two year,Electronic check,Fiber optic
2026-04-21T22:52:09.990351,CUST_001104,0,1,1,0,83.63,0.0,1,0,1,0,1,0,0,1,Male,Seattle,Month-to-month,Credit card (automatic),DSL
2026-04-21T22:53:10.005586,CUST_001105,1,1,0,48,100.83,4936.16,1,1,0,0,1,0,0,0,Female,San Diego,Two year,Bank transfer (automatic),Fiber optic
2026-04-21T22:54:10.018525,CUST_001106,0,1,0,21,94.23,1834.15,1,0,0,0,0,0,1,0,Male,Chicago,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-21T22:55:10.022107,CUST_001107,0,1,1,0,94.92,0.0,1,0,0,1,0,1,0,1,Male,Phoenix,Month-to-month,Electronic check,DSL
2026-04-21T22:56:10.029161,CUST_001108,1,1,0,37,110.24,4329.69,1,1,1,1,0,0,1,0,Male,New York,One year,Electronic check,Fiber optic
2026-04-21T22:57:10.044242,CUST_001109,0,1,0,17,116.1,1921.86,1,0,0,0,1,1,1,1,Male,Dallas,One year,Credit card (automatic),Fiber optic
2026-04-21T22:58:10.057979,CUST_001110,0,1,0,3,125.44,350.61,1,1,1,1,0,0,1,1,Male,Dallas,Month-to-month,Mailed check,Fiber optic
2026-04-21T22:59:10.070791,CUST_001111,1,1,0,20,123.47,2402.34,1,0,1,1,0,0,1,1,Female,Houston,Month-to-month,Mailed check,Fiber optic
2026-04-21T23:00:10.084387,CUST_001112,1,0,0,13,47.16,625.43,1,0,0,0,0,0,0,0,Female,New York,Month-to-month,Electronic check,No
2026-04-21T23:01:10.096963,CUST_001113,0,0,0,1,101.92,95.0,1,0,0,0,1,0,1,0,Male,Houston,Month-to-month,Electronic check,Fiber optic
2026-04-21T23:02:10.103634,CUST_001114,0,1,1,28,106.03,3184.94,1,0,1,1,0,1,0,0,Male,New York,One year,Credit card (automatic),Fiber optic
2026-04-21T23:03:10.115552,CUST_001115,0,1,0,35,101.74,3547.12,1,0,0,1,1,0,1,1,Female,Miami,One year,Credit card (automatic),DSL
2026-04-21T23:04:10.123687,CUST_001116,0,0,1,31,100.7,3107.31,1,0,0,0,0,0,1,0,Female,Los Angeles,One year,Mailed check,Fiber optic
2026-04-21T23:05:10.131408,CUST_001117,0,0,1,1,63.89,63.49,0,0,1,1,0,0,0,0,Female,New York,Month-to-month,Electronic check,DSL
2026-04-21T23:06:10.137546,CUST_001118,1,1,1,40,115.49,4791.55,1,0,0,1,0,1,1,1,Male,New York,Two year,Bank transfer (automatic),Fiber optic
2026-04-21T23:07:10.151953,CUST_001119,0,1,1,35,97.74,3148.1,1,0,1,0,1,0,1,0,Male,Dallas,One year,Electronic check,Fiber optic
2026-04-21T23:08:10.159431,CUST_001120,0,1,0,33,44.58,1555.02,1,0,0,0,0,0,0,0,Male,Miami,One year,Bank transfer (automatic),No
2026-04-21T23:09:10.168182,CUST_001121,0,1,0,14,84.24,1271.53,1,0,1,1,0,0,0,0,Female,San Diego,Month-to-month,Electronic check,DSL
2026-04-21T23:10:10.180111,CUST_001122,0,0,0,23,101.47,2290.84,1,1,1,0,1,1,1,0,Male,San Francisco,One year,Electronic check,DSL
2026-04-21T23:11:10.193734,CUST_001123,0,0,0,13,109.84,1426.89,1,1,0,0,0,0,1,0,Female,Dallas,Month-to-month,Credit card (automatic),Fiber optic
2026-04-21T23:12:10.209996,CUST_001124,1,0,0,41,120.55,4894.22,1,1,1,0,0,1,1,1,Female,Chicago,One year,Electronic check,Fiber optic
2026-04-21T23:13:10.222838,CUST_001125,0,0,0,30,113.11,3454.18,1,1,1,0,0,1,0,1,Female,San Francisco,One year,Electronic check,Fiber optic
2026-04-21T23:14:10.234122,CUST_001126,0,0,1,45,95.57,4111.77,1,0,0,1,0,0,1,1,Male,New York,Two year,Mailed check,DSL
2026-04-21T23:15:10.244297,CUST_001127,0,0,0,10,107.79,1003.21,1,0,1,1,1,1,1,0,Male,Los Angeles,Month-to-month,Credit card (automatic),DSL
2026-04-21T23:16:10.260012,CUST_001128,0,0,0,6,59.84,336.3,0,0,0,0,1,1,1,1,Male,Phoenix,Month-to-month,Mailed check,DSL
2026-04-21T23:17:10.267102,CUST_001129,0,1,0,15,87.05,1177.07,1,0,0,0,1,1,0,1,Male,Dallas,Month-to-month,Electronic check,DSL
2026-04-21T23:18:10.277800,CUST_001130,0,1,0,21,83.39,1781.49,1,1,1,1,0,1,0,0,Male,San Diego,Month-to-month,Electronic check,DSL
2026-04-21T23:19:10.291787,CUST_001131,0,0,1,33,84.42,2692.54,0,0,0,1,1,1,1,1,Male,Los Angeles,Two year,Electronic check,Fiber optic
2026-04-21T23:20:10.307274,CUST_001132,0,0,1,1,104.03,113.12,1,1,0,0,1,1,0,0,Female,Los Angeles,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-21T23:21:10.321075,CUST_001133,1,0,1,58,99.08,6258.24,1,0,1,0,1,0,0,0,Female,Dallas,Two year,Bank transfer (automatic),Fiber optic
2026-04-21T23:22:10.325099,CUST_001134,0,1,0,9,110.24,897.76,1,1,0,0,0,0,0,1,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-21T23:23:10.336911,CUST_001135,0,1,0,50,87.18,4583.12,1,0,0,1,0,1,0,1,Male,Los Angeles,Two year,Bank transfer (automatic),DSL
2026-04-21T23:24:10.338790,CUST_001136,1,0,0,18,88.74,1583.35,1,0,0,0,1,0,0,1,Female,Seattle,Month-to-month,Credit card (automatic),DSL
2026-04-21T23:25:10.349541,CUST_001137,0,1,0,2,106.19,224.1,1,1,1,1,0,0,1,0,Male,Dallas,Month-to-month,Electronic check,Fiber optic
2026-04-21T23:26:10.355403,CUST_001138,0,1,0,2,89.01,167.49,1,1,0,0,1,0,1,1,Female,San Diego,Month-to-month,Electronic check,DSL
2026-04-21T23:27:10.360285,CUST_001139,0,0,0,5,47.33,238.4,1,1,0,0,0,0,0,0,Male,Phoenix,Month-to-month,Electronic check,No
2026-04-21T23:28:10.370931,CUST_001140,0,1,0,21,104.16,2336.01,1,1,1,1,1,0,0,1,Female,Chicago,Month-to-month,Electronic check,DSL
2026-04-21T23:29:10.387811,CUST_001141,0,1,0,29,90.58,2587.99,1,0,0,0,1,0,1,1,Male,San Diego,One year,Electronic check,DSL
2026-04-21T23:30:10.397061,CUST_001142,1,1,0,32,77.18,2393.94,0,0,0,1,0,0,1,1,Male,Houston,Two year,Credit card (automatic),Fiber optic
2026-04-21T23:31:10.412819,CUST_001143,0,0,1,4,89.78,341.84,1,1,0,1,1,1,1,0,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-21T23:32:10.424650,CUST_001144,0,0,1,8,87.32,643.34,1,0,0,0,0,1,1,0,Female,New York,Month-to-month,Credit card (automatic),DSL
2026-04-21T23:33:10.441838,CUST_001145,0,1,0,9,90.35,839.16,1,0,0,1,1,0,0,1,Male,Houston,Month-to-month,Mailed check,DSL
2026-04-21T23:34:10.447332,CUST_001146,0,1,0,6,119.75,749.76,1,1,1,0,0,1,1,1,Male,Dallas,Month-to-month,Electronic check,Fiber optic
2026-04-21T23:35:10.457686,CUST_001147,0,1,1,28,109.89,3082.16,1,0,0,1,0,1,1,0,Female,Phoenix,Two year,Bank transfer (automatic),Fiber optic
2026-04-21T23:36:10.474467,CUST_001148,0,0,1,17,98.72,1818.26,1,0,0,1,0,0,0,0,Male,New York,Month-to-month,Credit card (automatic),Fiber optic
2026-04-21T23:37:10.478634,CUST_001149,0,1,1,7,114.23,846.18,1,0,1,1,1,0,1,1,Female,Houston,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-21T23:38:10.491226,CUST_001150,0,1,1,13,42.31,543.53,1,0,0,0,0,0,0,0,Male,San Francisco,Month-to-month,Electronic check,No
2026-04-21T23:39:10.504759,CUST_001151,0,1,0,14,71.13,916.05,1,1,0,0,0,0,0,0,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-21T23:40:10.511528,CUST_001152,0,1,0,6,109.3,613.53,1,1,0,0,0,0,1,0,Male,Seattle,Month-to-month,Electronic check,Fiber optic
2026-04-21T23:41:10.523259,CUST_001153,0,0,1,35,90.71,2943.82,1,0,1,1,0,0,0,1,Female,San Francisco,One year,Credit card (automatic),DSL
2026-04-21T23:42:10.526591,CUST_001154,0,1,1,31,102.76,3225.45,1,1,0,0,1,0,1,0,Male,Los Angeles,Two year,Electronic check,Fiber optic
2026-04-21T23:43:10.538812,CUST_001155,0,1,0,4,109.1,397.82,1,0,0,0,1,0,1,1,Female,San Francisco,Month-to-month,Credit card (automatic),Fiber optic
2026-04-21T23:44:10.555193,CUST_001156,0,1,0,63,113.77,7426.87,1,1,0,0,0,0,1,1,Male,Phoenix,Two year,Electronic check,Fiber optic
2026-04-21T23:45:10.568246,CUST_001157,0,1,0,17,113.42,2063.19,1,0,1,0,0,0,1,1,Male,Phoenix,One year,Credit card (automatic),Fiber optic
2026-04-21T23:46:10.577379,CUST_001158,1,1,0,14,107.27,1412.69,1,0,0,1,1,0,1,1,Female,Chicago,One year,Bank transfer (automatic),Fiber optic
2026-04-22T21:23:56.406387,CUST_001159,0,0,1,8,122.97,1022.9,1,1,1,1,0,0,1,1,Male,New York,Month-to-month,Electronic check,Fiber optic
2026-04-22T21:24:56.431228,CUST_001160,0,1,0,15,119.51,1820.33,1,1,1,1,0,0,1,0,Female,San Francisco,One year,Credit card (automatic),Fiber optic
2026-04-22T21:25:56.445164,CUST_001161,0,0,0,23,98.69,2414.48,1,0,1,0,1,1,1,1,Male,Phoenix,One year,Credit card (automatic),DSL
2026-04-22T21:26:56.453899,CUST_001162,0,1,0,48,123.15,6247.26,1,0,1,1,0,0,1,1,Male,Miami,One year,Credit card (automatic),Fiber optic
2026-04-22T21:27:56.463711,CUST_001163,0,1,0,26,102.76,2924.73,1,1,1,1,1,0,0,0,Male,New York,One year,Mailed check,DSL
2026-04-22T21:28:56.472502,CUST_001164,0,0,0,24,112.22,2526.42,1,0,1,1,0,0,1,0,Female,Los Angeles,Month-to-month,Credit card (automatic),Fiber optic
2026-04-22T21:29:56.485284,CUST_001165,0,1,0,41,123.76,5334.21,1,1,1,0,0,1,1,0,Female,Chicago,One year,Electronic check,Fiber optic
2026-04-22T21:30:56.489802,CUST_001166,0,1,0,14,88.54,1156.72,1,0,0,0,0,1,0,1,Male,Houston,One year,Credit card (automatic),DSL
2026-04-22T21:31:56.494718,CUST_001167,0,1,1,36,42.26,1374.01,1,0,0,0,0,0,0,0,Male,Los Angeles,One year,Bank transfer (automatic),No
2026-04-22T21:32:56.507141,CUST_001168,0,0,0,1,98.08,91.31,1,0,1,1,1,0,1,0,Female,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-22T21:33:56.516135,CUST_001169,1,1,0,12,81.05,926.55,0,0,0,1,0,0,0,1,Female,San Francisco,Month-to-month,Electronic check,Fiber optic
2026-04-22T21:34:56.529788,CUST_001170,0,0,1,14,111.46,1461.01,1,1,1,1,1,0,1,1,Male,New York,Month-to-month,Electronic check,Fiber optic
2026-04-22T21:35:56.545968,CUST_001171,0,1,1,16,133.95,2352.79,1,0,1,1,1,1,1,1,Female,San Diego,Month-to-month,Electronic check,Fiber optic
2026-04-22T21:36:56.551052,CUST_001172,1,0,0,38,86.27,3305.08,1,0,1,0,0,0,0,1,Male,Seattle,One year,Mailed check,DSL
2026-04-22T21:37:56.558053,CUST_001173,0,1,0,1,89.39,91.57,1,0,0,0,1,1,0,0,Male,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-22T21:38:56.565367,CUST_001174,0,0,0,27,72.05,1764.47,0,0,1,1,1,0,1,1,Male,New York,Two year,Credit card (automatic),DSL
2026-04-22T21:39:56.570308,CUST_001175,0,1,1,69,112.48,8136.49,1,0,0,1,0,1,0,0,Male,Dallas,Two year,Credit card (automatic),Fiber optic
2026-04-22T21:40:56.576856,CUST_001176,1,1,1,0,54.37,0.0,1,1,0,0,0,0,0,0,Male,New York,Month-to-month,Electronic check,No
2026-04-22T21:41:56.579329,CUST_001177,0,0,1,7,95.44,732.55,1,0,1,0,0,1,0,0,Female,Seattle,Month-to-month,Mailed check,Fiber optic
2026-04-22T21:42:56.583000,CUST_001178,1,0,1,14,79.26,1198.1,1,1,0,1,0,0,0,0,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-22T21:43:56.588754,CUST_001179,1,1,0,32,116.97,3587.34,1,1,0,1,1,0,1,0,Female,Seattle,One year,Mailed check,Fiber optic
2026-04-22T21:44:56.595909,CUST_001180,0,1,0,14,119.25,1730.97,1,1,1,0,0,0,1,1,Male,Dallas,Month-to-month,Electronic check,Fiber optic
2026-04-22T21:45:56.601772,CUST_001181,0,0,0,23,97.74,2347.83,1,0,0,1,1,0,0,0,Female,New York,Month-to-month,Mailed check,Fiber optic
2026-04-22T21:46:56.605953,CUST_001182,0,1,0,23,117.62,2915.46,1,0,0,0,1,1,0,1,Female,Phoenix,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-22T21:47:56.619229,CUST_001183,0,0,0,40,108.64,4077.69,1,0,1,1,1,0,1,1,Male,Houston,Two year,Credit card (automatic),DSL
2026-04-22T21:48:56.636384,CUST_001184,0,1,0,57,52.55,3014.41,1,0,0,0,0,0,0,0,Male,Los Angeles,Two year,Electronic check,No
2026-04-22T21:49:56.651729,CUST_001185,0,0,0,1,93.41,91.34,1,0,1,0,0,0,1,0,Female,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-23T09:05:32.118020,CUST_001186,1,0,1,13,100.67,1216.98,1,0,0,1,1,1,0,1,Female,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-23T09:06:32.124651,CUST_001187,1,1,0,21,102.6,1989.7,1,0,1,0,0,1,0,0,Female,Seattle,Month-to-month,Credit card (automatic),Fiber optic
2026-04-23T09:07:32.141006,CUST_001188,0,1,0,15,114.19,1583.34,1,0,0,1,1,1,1,1,Female,New York,Month-to-month,Credit card (automatic),DSL
2026-04-23T09:08:32.153574,CUST_001189,1,1,0,30,57.89,1811.97,1,1,0,0,0,0,0,0,Male,San Francisco,One year,Bank transfer (automatic),No
2026-04-23T09:09:32.162443,CUST_001190,0,0,0,10,85.1,878.14,1,0,0,0,1,0,1,1,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-23T09:10:32.178890,CUST_001191,0,0,1,20,74.33,1339.11,0,0,0,0,0,1,1,0,Male,Miami,Month-to-month,Credit card (automatic),Fiber optic
2026-04-23T09:11:32.195777,CUST_001192,0,0,0,35,85.52,3236.87,1,1,0,0,0,0,0,1,Female,Dallas,Two year,Bank transfer (automatic),DSL
2026-04-23T09:12:32.215291,CUST_001193,0,0,0,14,93.46,1247.15,1,0,0,1,0,0,0,0,Female,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-23T09:13:32.231029,CUST_001194,0,0,0,21,110.84,2346.47,1,0,0,1,0,1,1,1,Female,San Diego,One year,Credit card (automatic),Fiber optic
2026-04-23T09:14:32.238727,CUST_001195,0,0,0,14,90.16,1174.11,1,1,0,0,0,1,1,1,Female,Los Angeles,Month-to-month,Mailed check,DSL
2026-04-23T09:15:32.256098,CUST_001196,0,0,0,18,106.68,1933.96,1,0,0,0,0,1,0,1,Female,Los Angeles,Month-to-month,Mailed check,Fiber optic
2026-04-23T09:16:32.268559,CUST_001197,1,1,0,18,119.05,1979.55,1,0,0,1,1,0,1,1,Female,Dallas,One year,Electronic check,Fiber optic
2026-04-23T09:17:32.282788,CUST_001198,0,1,0,12,99.83,1078.82,1,0,0,1,0,0,0,1,Female,Miami,Month-to-month,Mailed check,Fiber optic
2026-04-23T09:18:32.293021,CUST_001199,0,1,0,20,85.24,1650.41,1,1,0,0,0,1,1,1,Male,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-23T09:19:32.308520,CUST_001200,0,1,1,3,63.99,209.26,0,0,1,1,0,1,1,0,Female,Chicago,Month-to-month,Mailed check,DSL
2026-04-23T09:20:32.323461,CUST_001201,1,1,1,29,100.85,3024.26,1,1,1,1,0,1,1,1,Female,Seattle,One year,Credit card (automatic),DSL
2026-04-23T09:21:32.338510,CUST_001202,0,1,0,35,121.3,3946.49,1,1,0,1,1,1,1,1,Female,San Francisco,One year,Credit card (automatic),Fiber optic
2026-04-23T09:22:32.343072,CUST_001203,0,0,0,0,53.01,0.0,0,0,0,0,0,0,0,1,Male,San Francisco,Month-to-month,Electronic check,DSL
2026-04-23T09:23:32.367851,CUST_001204,0,0,0,30,100.03,2791.4,1,1,0,0,1,0,1,1,Female,Dallas,One year,Bank transfer (automatic),DSL
2026-04-23T09:24:32.392996,CUST_001205,0,0,0,19,100.74,1788.81,1,1,1,1,1,0,0,1,Male,Los Angeles,Month-to-month,Credit card (automatic),DSL
2026-04-23T09:25:32.414484,CUST_001206,0,1,0,61,104.47,5865.18,1,1,1,0,0,0,1,0,Male,New York,Two year,Credit card (automatic),Fiber optic
2026-04-23T09:26:32.425698,CUST_001207,0,0,0,13,85.65,1155.81,1,0,0,1,0,0,1,0,Male,New York,Month-to-month,Electronic check,DSL
2026-04-23T09:27:32.441804,CUST_001208,0,0,0,26,18.69,445.49,0,0,0,0,0,0,0,0,Male,Phoenix,One year,Bank transfer (automatic),No
2026-04-23T09:28:32.462376,CUST_001209,0,1,1,22,106.81,2229.7,1,1,1,0,0,1,1,0,Female,Los Angeles,Month-to-month,Electronic check,DSL
